TS_Machine,ax,ay,az
1555573083.16498,-21,-37,45
1555573083.19624,-21,-37,45
1555573083.22749,-21,-37,45
1555573083.25874,-21,-37,45
1555573083.28999,-21,-37,45
1555573083.32124,-21,-37,45
1555573083.35249,-21,-37,45
1555573083.38374,-21,-37,45
1555573083.415,-21,-37,45
1555573083.44625,-21,-37,45
1555573083.4775,-21,-37,45
1555573083.50875,-21,-37,45
1555573083.54,-21,-37,45
1555573083.57125,-21,-37,45
1555573083.6025,-21,-37,45
1555573083.63376,-21,-37,45
1555573083.66501,-21,-37,45
1555573083.69626,-21,-37,45
1555573083.72751,-21,-37,45
1555573083.75876,-21,-37,45
1555573083.79001,-21,-37,45
1555573083.82126,-21,-37,45
1555573083.85252,-21,-37,45
1555573083.88377,-21,-37,45
1555573083.91502,-21,-37,45
1555573083.94627,-21,-37,45
1555573083.97752,-21,-37,45
1555573084.00877,-21,-37,45
1555573084.04003,-21,-37,45
1555573084.07128,-21,-37,45
1555573084.10253,-21,-37,45
1555573084.13378,-21,-37,45
1555573084.16503,-21,-37,45
1555573084.19628,-21,-37,45
1555573084.22753,-21,-37,45
1555573084.25879,-21,-37,45
1555573084.29004,-21,-37,45
1555573084.32129,-21,-37,45
1555573084.35254,-21,-37,45
1555573084.38379,-21,-37,45
1555573084.41504,-21,-37,45
1555573084.44629,-21,-37,45
1555573084.47755,-21,-37,45
1555573084.5088,-21,-37,45
1555573084.54005,-21,-37,45
1555573084.5713,-21,-37,45
1555573084.60255,-20,-37,45
1555573084.6338,-21,-37,45
1555573084.66505,-21,-37,45
1555573084.69631,-21,-37,45
1555573084.72756,-21,-37,45
1555573084.75881,-21,-37,45
1555573084.79006,-21,-37,45
1555573084.82131,-21,-37,45
1555573084.85256,-21,-37,45
1555573084.88381,-21,-37,45
1555573084.91507,-21,-37,45
1555573084.94632,-21,-37,45
1555573084.97757,-21,-37,45
1555573085.00882,-21,-37,45
1555573085.04007,-21,-37,45
1555573085.07132,-21,-37,45
1555573085.10257,-21,-37,45
1555573085.13383,-21,-37,45
1555573085.16508,-21,-37,45
1555573085.19633,-21,-37,45
1555573085.22758,-21,-37,45
1555573085.25883,-21,-37,45
1555573085.29008,-21,-37,45
1555573085.32133,-21,-37,45
1555573085.35259,-21,-37,45
1555573085.38384,-21,-37,45
1555573085.41509,-21,-37,45
1555573085.44634,-21,-38,45
1555573085.47759,-21,-37,45
1555573085.50884,-21,-37,45
1555573085.54009,-21,-37,45
1555573085.57135,-21,-37,44
1555573085.6026,-21,-37,44
1555573085.63385,-21,-37,45
1555573085.6651,-21,-37,45
1555573085.69635,-22,-37,44
1555573085.7276,-22,-38,45
1555573085.75885,-21,-37,44
1555573085.79011,-22,-38,44
1555573085.82136,-22,-37,44
1555573085.85261,-21,-37,44
1555573085.88386,-22,-37,44
1555573085.91511,-22,-37,45
1555573085.94636,-22,-37,44
1555573085.97761,-22,-37,44
1555573086.00887,-22,-38,44
1555573086.04012,-22,-37,44
1555573086.07137,-22,-37,44
1555573086.10262,-22,-38,44
1555573086.13387,-22,-37,45
1555573086.16512,-22,-38,44
1555573086.19637,-22,-38,44
1555573086.22763,-21,-38,44
1555573086.25888,-22,-38,44
1555573086.29013,-22,-38,44
1555573086.32138,-22,-38,44
1555573086.35263,-22,-38,44
1555573086.38388,-22,-38,44
1555573086.41514,-22,-38,44
1555573086.44639,-22,-38,44
1555573086.47764,-22,-38,44
1555573086.50889,-22,-38,44
1555573086.54014,-22,-38,44
1555573086.57139,-22,-38,44
1555573086.60264,-22,-38,44
1555573086.6339,-22,-38,44
1555573086.66515,-22,-38,44
1555573086.6964,-22,-38,44
1555573086.72765,-22,-38,44
1555573086.7589,-22,-38,44
1555573086.79015,-22,-38,44
1555573086.8214,-22,-38,44
1555573086.85266,-22,-38,44
1555573086.88391,-23,-38,44
1555573086.91516,-23,-38,43
1555573086.94641,-23,-38,43
1555573086.97766,-22,-38,44
1555573087.00891,-22,-38,43
1555573087.04016,-23,-38,44
1555573087.07142,-23,-38,43
1555573087.10267,-23,-38,43
1555573087.13392,-23,-38,43
1555573087.16517,-23,-38,43
1555573087.19642,-23,-38,43
1555573087.22767,-24,-38,43
1555573087.25892,-23,-38,43
1555573087.29018,-23,-39,43
1555573087.32143,-23,-38,43
1555573087.35268,-24,-38,43
1555573087.38393,-24,-38,43
1555573087.41518,-23,-39,43
1555573087.44643,-23,-39,43
1555573087.47768,-24,-38,43
1555573087.50894,-24,-39,43
1555573087.54019,-24,-39,42
1555573087.57144,-24,-39,43
1555573087.60269,-24,-39,43
1555573087.63394,-24,-39,43
1555573087.66519,-23,-39,42
1555573087.69644,-24,-39,42
1555573087.7277,-24,-39,43
1555573087.75895,-23,-38,43
1555573087.7902,-24,-38,43
1555573087.82145,-24,-38,43
1555573087.8527,-23,-39,43
1555573087.88395,-23,-39,43
1555573087.9152,-23,-38,43
1555573087.94646,-23,-39,43
1555573087.97771,-23,-38,43
1555573088.00896,-23,-38,43
1555573088.04021,-23,-38,43
1555573088.07146,-23,-38,43
1555573088.10271,-23,-38,43
1555573088.13396,-23,-38,43
1555573088.16522,-23,-38,43
1555573088.19647,-23,-38,43
1555573088.22772,-23,-38,43
1555573088.25897,-23,-38,43
1555573088.29022,-23,-39,43
1555573088.32147,-23,-38,43
1555573088.35272,-23,-38,43
1555573088.38398,-23,-38,43
1555573088.41523,-23,-38,43
1555573088.44648,-23,-38,43
1555573088.47773,-23,-38,43
1555573088.50898,-23,-38,44
1555573088.54023,-23,-38,43
1555573088.57149,-23,-38,43
1555573088.60274,-22,-38,43
1555573088.63399,-22,-38,44
1555573088.66524,-23,-38,44
1555573088.69649,-22,-38,44
1555573088.72774,-22,-38,43
1555573088.75899,-22,-38,43
1555573088.79025,-22,-38,43
1555573088.8215,-22,-38,43
1555573088.85275,-22,-38,44
1555573088.884,-22,-38,44
1555573088.91525,-22,-38,44
1555573088.9465,-22,-38,44
1555573088.97775,-22,-38,44
1555573089.00901,-22,-38,44
1555573089.04026,-22,-38,44
1555573089.07151,-22,-38,44
1555573089.10276,-22,-38,44
1555573089.13401,-22,-38,44
1555573089.16526,-22,-38,44
1555573089.19651,-22,-38,44
1555573089.22777,-22,-38,44
1555573089.25902,-22,-38,44
1555573089.29027,-22,-38,44
1555573089.32152,-22,-38,44
1555573089.35277,-22,-38,44
1555573089.38402,-22,-38,44
1555573089.41527,-22,-38,44
1555573089.44653,-22,-38,44
1555573089.47778,-22,-38,44
1555573089.50903,-22,-38,44
1555573089.54028,-22,-38,44
1555573089.57153,-22,-38,44
1555573089.60278,-22,-38,44
1555573089.63403,-22,-38,44
1555573089.66529,-22,-38,44
1555573089.69654,-22,-38,44
1555573089.72779,-22,-38,44
1555573089.75904,-22,-38,44
1555573089.79029,-22,-37,44
1555573089.82154,-22,-38,45
1555573089.85279,-22,-38,44
1555573089.88405,-22,-38,44
1555573089.9153,-22,-37,44
1555573089.94655,-22,-37,44
1555573089.9778,-22,-38,44
1555573090.00905,-21,-37,44
1555573090.0403,-22,-38,44
1555573090.07155,-22,-38,44
1555573090.10281,-22,-37,44
1555573090.13406,-22,-37,44
1555573090.16531,-22,-37,44
1555573090.19656,-22,-37,45
1555573090.22781,-22,-37,44
1555573090.25906,-22,-37,45
1555573090.29031,-21,-37,45
1555573090.32157,-22,-37,44
1555573090.35282,-22,-37,44
1555573090.38407,-22,-37,45
1555573090.41532,-22,-37,45
1555573090.44657,-22,-37,44
1555573090.47782,-21,-37,45
1555573090.50907,-22,-37,45
1555573090.54033,-22,-37,45
1555573090.57158,-22,-37,44
1555573090.60283,-22,-37,45
1555573090.63408,-21,-37,45
1555573090.66533,-21,-37,45
1555573090.69658,-22,-37,44
1555573090.72783,-21,-37,45
1555573090.75909,-22,-37,45
1555573090.79034,-22,-37,45
1555573090.82159,-22,-37,44
1555573090.85284,-21,-37,45
1555573090.88409,-21,-37,45
1555573090.91534,-21,-37,45
1555573090.94659,-22,-37,45
1555573090.97785,-22,-37,45
1555573091.0091,-21,-37,45
1555573091.04035,-21,-37,45
1555573091.0716,-21,-37,45
1555573091.10285,-21,-37,45
1555573091.1341,-21,-37,45
1555573091.16535,-21,-37,45
1555573091.19661,-21,-37,45
1555573091.22786,-21,-37,45
1555573091.25911,-21,-37,45
1555573091.29036,-21,-37,45
1555573091.32161,-21,-37,45
1555573091.35286,-21,-37,45
1555573091.38412,-21,-37,45
1555573091.41537,-21,-37,45
1555573091.44662,-21,-37,45
1555573091.47787,-21,-37,45
1555573091.50912,-21,-37,45
1555573091.54037,-21,-37,45
1555573091.57162,-21,-37,45
1555573091.60288,-21,-37,45
1555573091.63413,-21,-37,45
1555573091.66538,-21,-37,45
1555573091.69663,-22,-37,45
1555573091.72788,-21,-37,45
1555573091.75913,-21,-37,45
1555573091.79038,-21,-37,45
1555573091.82164,-21,-37,45
1555573091.85289,-21,-37,45
1555573091.88414,-22,-37,45
1555573091.91539,-21,-37,45
1555573091.94664,-21,-37,45
1555573091.97789,-21,-37,45
1555573092.00914,-21,-37,45
1555573092.0404,-21,-37,45
1555573092.07165,-21,-37,45
1555573092.1029,-21,-37,45
1555573092.13415,-21,-37,45
1555573092.1654,-21,-37,45
1555573092.19665,-21,-37,45
1555573092.2279,-21,-37,45
1555573092.25916,-21,-37,45
1555573092.29041,-21,-37,45
1555573092.32166,-21,-37,45
1555573092.35291,-21,-37,45
1555573092.38416,-21,-37,45
1555573092.41541,-21,-37,45
1555573092.44666,-21,-37,45
1555573092.47792,-21,-37,45
1555573092.50917,-21,-37,45
1555573092.54042,-21,-37,45
1555573092.57167,-21,-37,45
1555573092.60292,-21,-37,45
1555573092.63417,-21,-37,45
1555573092.66542,-21,-37,45
1555573092.69668,-21,-37,44
1555573092.72793,-21,-37,45
1555573092.75918,-21,-37,45
1555573092.79043,-21,-37,45
1555573092.82168,-21,-37,45
1555573092.85293,-21,-37,45
1555573092.88418,-21,-37,45
1555573092.91544,-21,-37,45
1555573092.94669,-21,-37,45
1555573092.97794,-21,-37,45
1555573093.00919,-22,-37,45
1555573093.04044,-21,-37,45
1555573093.07169,-21,-37,45
1555573093.10294,-21,-37,45
1555573093.1342,-21,-37,45
1555573093.16545,-21,-37,45
1555573093.1967,-21,-37,45
1555573093.22795,-21,-37,45
1555573093.2592,-21,-37,45
1555573093.29045,-21,-37,45
1555573093.3217,-21,-37,45
1555573093.35296,-21,-37,45
1555573093.38421,-21,-37,44
1555573093.41546,-22,-37,45
1555573093.44671,-21,-37,45
1555573093.47796,-22,-37,45
1555573093.50921,-21,-37,45
1555573093.54046,-21,-37,44
1555573093.57172,-21,-37,45
1555573093.60297,-22,-37,45
1555573093.63422,-22,-37,45
1555573093.66547,-21,-37,44
1555573093.69672,-21,-37,45
1555573093.72797,-22,-37,45
1555573093.75923,-22,-37,44
1555573093.79048,-21,-37,45
1555573093.82173,-22,-37,44
1555573093.85298,-22,-37,45
1555573093.88423,-22,-37,44
1555573093.91548,-22,-37,44
1555573093.94673,-22,-37,44
1555573093.97799,-22,-37,44
1555573094.00924,-22,-37,45
1555573094.04049,-22,-37,45
1555573094.07174,-22,-37,44
1555573094.10299,-22,-37,44
1555573094.13424,-22,-37,44
1555573094.16549,-22,-37,44
1555573094.19675,-22,-38,44
1555573094.228,-22,-37,44
1555573094.25925,-22,-37,44
1555573094.2905,-22,-38,44
1555573094.32175,-22,-38,44
1555573094.353,-22,-38,44
1555573094.38425,-22,-38,44
1555573094.41551,-22,-37,44
1555573094.44676,-22,-37,44
1555573094.47801,-22,-37,45
1555573094.50926,-22,-37,44
1555573094.54051,-22,-37,44
1555573094.57176,-22,-38,44
1555573094.60301,-22,-38,44
1555573094.63427,-22,-37,44
1555573094.66552,-22,-38,44
1555573094.69677,-22,-37,44
1555573094.72802,-22,-37,45
1555573094.75927,-22,-37,44
1555573094.79052,-21,-37,44
1555573094.82177,-22,-37,44
1555573094.85303,-22,-37,44
1555573094.88428,-22,-37,44
1555573094.91553,-21,-37,44
1555573094.94678,-21,-38,44
1555573094.97803,-22,-38,44
1555573095.00928,-22,-37,45
1555573095.04053,-22,-37,45
1555573095.07179,-21,-37,44
1555573095.10304,-21,-37,45
1555573095.13429,-21,-37,44
1555573095.16554,-22,-37,44
1555573095.19679,-22,-37,45
1555573095.22804,-22,-37,44
1555573095.25929,-21,-37,44
1555573095.29055,-21,-37,45
1555573095.3218,-22,-37,45
1555573095.35305,-22,-37,45
1555573095.3843,-21,-37,44
1555573095.41555,-22,-37,45
1555573095.4468,-21,-37,44
1555573095.47805,-21,-37,45
1555573095.50931,-21,-37,45
1555573095.54056,-22,-37,45
1555573095.57181,-21,-37,45
1555573095.60306,-21,-37,45
1555573095.63431,-21,-37,45
1555573095.66556,-21,-37,45
1555573095.69681,-22,-37,45
1555573095.72807,-21,-37,45
1555573095.75932,-21,-37,45
1555573095.79057,-22,-37,45
1555573095.82182,-22,-37,45
1555573095.85307,-21,-37,44
1555573095.88432,-21,-37,45
1555573095.91558,-21,-37,45
1555573095.94683,-21,-37,45
1555573096.00933,-22,-37,45
1555573095.97808,-21,-37,45
1555573096.04058,-21,-37,45
1555573096.07183,-21,-37,45
1555573096.10308,-21,-37,45
1555573096.13434,-21,-37,45
1555573096.16559,-21,-37,45
1555573096.19684,-21,-37,45
1555573096.22809,-21,-37,45
1555573096.25934,-21,-37,45
1555573096.29059,-21,-37,45
1555573096.32184,-21,-37,45
1555573096.3531,-21,-37,45
1555573096.38435,-21,-37,45
1555573096.4156,-21,-37,45
1555573096.44685,-21,-37,45
1555573096.4781,-21,-37,45
1555573096.50935,-21,-37,45
1555573096.5406,-21,-37,45
1555573096.57186,-21,-37,45
1555573096.60311,-21,-37,45
1555573096.63436,-21,-37,45
1555573096.66561,-22,-37,45
1555573096.69686,-21,-37,45
1555573096.72811,-21,-37,45
1555573096.75936,-21,-37,45
1555573096.79062,-22,-37,45
1555573096.82187,-21,-37,45
1555573096.85312,-21,-37,45
1555573096.88437,-21,-37,45
1555573096.91562,-21,-37,45
1555573096.94687,-21,-37,45
1555573096.97812,-21,-37,45
1555573097.00938,-21,-37,45
1555573097.04063,-21,-37,44
1555573097.07188,-21,-37,45
1555573097.10313,-21,-37,45
1555573097.13438,-21,-37,45
1555573097.16563,-21,-37,45
1555573097.19688,-21,-37,45
1555573097.22814,-21,-37,45
1555573097.25939,-21,-37,45
1555573097.29064,-21,-37,45
1555573097.32189,-21,-37,45
1555573097.35314,-21,-37,45
1555573097.38439,-21,-37,45
1555573097.41564,-21,-37,45
1555573097.4469,-21,-37,45
1555573097.47815,-21,-37,45
1555573097.5094,-21,-37,45
1555573097.54065,-21,-37,45
1555573097.5719,-21,-37,45
1555573097.60315,-21,-37,45
1555573097.6344,-21,-37,45
1555573097.66566,-21,-37,45
1555573097.69691,-21,-37,45
1555573097.72816,-21,-37,45
1555573097.75941,-21,-37,45
1555573097.79066,-21,-37,45
1555573097.82191,-21,-37,45
1555573097.85316,-21,-37,44
1555573097.88442,-21,-37,45
1555573097.91567,-21,-37,45
1555573097.94692,-21,-37,45
1555573097.97817,-21,-37,45
1555573098.00942,-21,-37,45
1555573098.04067,-21,-37,45
1555573098.07192,-21,-37,45
1555573098.10318,-21,-37,45
1555573098.13443,-21,-37,45
1555573098.16568,-21,-37,45
1555573098.19693,-21,-37,45
1555573098.22818,-21,-37,45
1555573098.25943,-21,-37,45
1555573098.29068,-21,-37,45
1555573098.32194,-21,-37,45
1555573098.35319,-21,-37,45
1555573098.38444,-21,-37,45
1555573098.41569,-21,-37,45
1555573098.44694,-21,-37,45
1555573098.47819,-21,-37,45
1555573098.50944,-21,-37,45
1555573098.5407,-21,-37,45
1555573098.57195,-21,-37,45
1555573098.6032,-21,-37,45
1555573098.63445,-21,-37,45
1555573098.6657,-21,-37,45
1555573098.69695,-21,-37,45
1555573098.72821,-21,-37,45
1555573098.75946,-21,-37,45
1555573098.79071,-21,-37,45
1555573098.82196,-21,-37,45
1555573098.85321,-21,-37,45
1555573098.88446,-21,-37,45
1555573098.91571,-21,-37,45
1555573098.94697,-21,-37,45
1555573098.97822,-21,-37,45
1555573099.00947,-21,-37,45
1555573099.04072,-21,-37,45
1555573099.07197,-21,-37,45
1555573099.10322,-21,-37,45
1555573099.13447,-21,-37,45
1555573099.16573,-21,-37,45
1555573099.19698,-21,-37,45
1555573099.22823,-21,-37,45
1555573099.25948,-21,-37,45
1555573099.29073,-21,-37,45
1555573099.32198,-21,-37,45
1555573099.35323,-21,-37,45
1555573099.38449,-21,-37,45
1555573099.41574,-21,-37,45
1555573099.44699,-21,-37,45
1555573099.47824,-21,-37,45
1555573099.50949,-21,-37,45
1555573099.54074,-21,-37,45
1555573099.57199,-21,-37,45
1555573099.60325,-21,-37,45
1555573099.6345,-21,-37,45
1555573099.66575,-21,-37,45
1555573099.697,-21,-37,45
1555573099.72825,-21,-37,45
1555573099.7595,-21,-37,45
1555573099.79075,-21,-37,45
1555573099.82201,-21,-37,45
1555573099.85326,-21,-37,45
1555573099.88451,-21,-37,45
1555573099.91576,-21,-37,45
1555573099.94701,-21,-37,45
1555573099.97826,-21,-37,45
1555573100.00951,-22,-37,45
1555573100.04077,-21,-37,45
1555573100.07202,-21,-37,45
1555573100.10327,-21,-37,45
1555573100.13452,-21,-37,45
1555573100.16577,-21,-37,45
1555573100.19702,-21,-37,45
1555573100.22827,-21,-37,45
1555573100.25953,-21,-37,45
1555573100.29078,-21,-37,45
1555573100.32203,-21,-37,45
1555573100.35328,-21,-37,45
1555573100.38453,-21,-37,45
1555573100.41578,-21,-37,45
1555573100.44703,-21,-37,45
1555573100.47829,-21,-37,45
1555573100.50954,-21,-37,45
1555573100.54079,-21,-37,45
1555573100.57204,-21,-37,45
1555573100.60329,-21,-37,45
1555573100.63454,-21,-37,45
1555573100.66579,-21,-37,45
1555573100.69705,-21,-37,45
1555573100.7283,-21,-37,45
1555573100.75955,-21,-37,45
1555573100.7908,-21,-37,45
1555573100.82205,-21,-37,45
1555573100.8533,-22,-37,45
1555573100.88456,-21,-37,45
1555573100.91581,-21,-37,45
1555573100.94706,-21,-37,45
1555573100.97831,-21,-37,45
1555573101.00956,-21,-37,45
1555573101.04081,-21,-37,45
1555573101.07206,-21,-37,45
1555573101.10332,-21,-37,45
1555573101.13457,-21,-37,45
1555573101.16582,-21,-37,45
1555573101.19707,-21,-37,45
1555573101.22832,-21,-37,45
1555573101.25957,-21,-37,45
1555573101.29082,-21,-37,45
1555573101.32208,-21,-37,45
1555573101.35333,-21,-37,45
1555573101.38458,-21,-37,45
1555573101.41583,-21,-37,45
1555573101.44708,-21,-37,45
1555573101.47833,-21,-37,45
1555573101.50958,-21,-37,45
1555573101.54084,-21,-37,45
1555573101.57209,-21,-37,45
1555573101.60334,-21,-37,45
1555573101.63459,-21,-37,45
1555573101.66584,-21,-37,45
1555573101.69709,-21,-37,45
1555573101.72834,-21,-37,45
1555573101.7596,-21,-37,45
1555573101.79085,-21,-37,45
1555573101.8221,-21,-37,45
1555573101.85335,-22,-37,45
1555573101.8846,-21,-37,44
1555573101.91585,-21,-37,44
1555573101.9471,-21,-37,45
1555573101.97836,-21,-37,45
1555573102.00961,-22,-37,45
1555573102.04086,-22,-37,45
1555573102.07211,-21,-37,44
1555573102.10336,-22,-37,44
1555573102.13461,-21,-37,45
1555573102.16586,-22,-37,44
1555573102.19712,-21,-37,44
