TS_Machine,bvp
1555570973.11044,20.15143
1555570973.12607,20.86191
1555570973.1417,21.30649
1555570973.15732,21.29922
1555570973.17295,20.68826
1555570973.18857,19.41211
1555570973.2042,17.54749
1555570973.21982,15.30624
1555570973.23545,12.93964
1555570973.25108,10.66281
1555570973.2667,8.500427
1555570973.28233,6.312714
1555570973.29795,3.866455
1555570973.31358,1.00531
1555570973.3292,-2.244995
1555570973.34483,-5.666992
1555570973.36046,-8.969543
1555570973.37608,-11.96552
1555570973.39171,-14.65497
1555570973.40733,-17.20401
1555570973.42296,-19.83276
1555570973.43858,-22.67789
1555570973.45421,-25.78259
1555570973.46984,-29.14532
1555570973.48546,-32.80133
1555570973.50109,-36.82712
1555570973.51671,-41.20688
1555570973.53234,-45.63647
1555570973.54796,-49.42133
1555570973.56359,-51.59109
1555570973.57922,-51.1785
1555570973.59484,-47.62991
1555570973.61047,-41.04703
1555570973.62609,-32.1626
1555570973.64172,-22.15143
1555570973.65734,-12.24783
1555570973.67297,-3.413757
1555570973.6886,3.802704
1555570973.70422,9.257813
1555570973.71985,13.10757
1555570973.73547,15.62637
1555570973.7511,17.0946
1555570973.76672,17.75995
1555570973.78235,17.82422
1555570973.79798,17.42517
1555570973.8136,16.68195
1555570973.82923,15.69116
1555570973.84485,14.55875
1555570973.86048,13.40668
1555570973.8761,12.40082
1555570973.89173,11.72186
1555570973.90736,11.53003
1555570973.92298,11.91125
1555570973.93861,12.82022
1555570973.95423,14.06573
1555570973.96986,15.30881
1555570973.98548,16.17505
1555570974.00111,16.37189
1555570974.01674,15.81583
1555570974.03236,14.62079
1555570974.04799,13.07129
1555570974.06361,11.46906
1555570974.07924,10.02701
1555570974.09486,8.785339
1555570974.11049,7.646912
1555570974.12612,6.45694
1555570974.14174,5.112946
1555570974.15737,3.581818
1555570974.17299,1.864777
1555570974.18862,-0.05200195
1555570974.20424,-2.240448
1555570974.21987,-4.781189
1555570974.2355,-7.657684
1555570974.25112,-10.70267
1555570974.26675,-13.61203
1555570974.28237,-16.06543
1555570974.298,-17.935
1555570974.31362,-19.39645
1555570974.32925,-20.86349
1555570974.34488,-22.81808
1555570974.3605,-25.55197
1555570974.37613,-28.96246
1555570974.39175,-32.57013
1555570974.40738,-35.61636
1555570974.423,-37.26663
1555570974.43863,-36.8587
1555570974.45426,-33.9751
1555570974.46988,-28.59094
1555570974.48551,-21.06342
1555570974.50113,-12.09335
1555570974.51676,-2.584015
1555570974.53239,6.542236
1555570974.54801,14.56934
1555570974.56364,21.11465
1555570974.57926,26.09256
1555570974.59489,29.62015
1555570974.61051,31.8299
1555570974.62614,32.81345
1555570974.64177,32.63168
1555570974.65739,31.43341
1555570974.67302,29.54813
1555570974.68864,27.43335
1555570974.70427,25.58954
1555570974.71989,24.34378
1555570974.73552,23.81964
1555570974.75115,23.93155
1555570974.76677,24.48547
1555570974.7824,25.32401
1555570974.79802,26.38565
1555570974.81365,27.64279
1555570974.82927,28.9968
1555570974.8449,30.24207
1555570974.86053,31.03754
1555570974.87615,31.06235
1555570974.89178,30.14966
1555570974.9074,28.34729
1555570974.92303,25.93259
1555570974.93865,23.23862
1555570974.95428,20.51065
1555570974.96991,17.79456
1555570974.98553,14.98425
1555570975.00116,11.91144
1555570975.01678,8.461792
1555570975.03241,4.639282
1555570975.04803,0.5478821
1555570975.06366,-3.633179
1555570975.07929,-7.735748
1555570975.09491,-11.6019
1555570975.11054,-15.12613
1555570975.12616,-18.22809
1555570975.14179,-20.94708
1555570975.15741,-23.42722
1555570975.17304,-25.95465
1555570975.18867,-28.85703
1555570975.20429,-32.38611
1555570975.21992,-36.5827
1555570975.23554,-41.18658
1555570975.25117,-45.6315
1555570975.26679,-49.19855
1555570975.28242,-51.14435
1555570975.29805,-50.89529
1555570975.31367,-48.138
1555570975.3293,-42.88116
1555570975.34492,-35.44891
1555570975.36055,-26.43091
1555570975.37617,-16.57703
1555570975.3918,-6.729431
1555570975.40743,2.313538
1555570975.42305,9.940125
1555570975.43868,15.79156
1555570975.4543,19.84247
1555570975.46993,22.34009
1555570975.48555,23.66406
1555570975.50118,24.18649
1555570975.51681,24.15796
1555570975.53243,23.65274
1555570975.54806,22.69138
1555570975.56368,21.32831
1555570975.57931,19.74051
1555570975.59493,18.24002
1555570975.61056,17.16467
1555570975.62619,16.76541
1555570975.64181,17.09964
1555570975.65744,18.01416
1555570975.67306,19.20102
1555570975.68869,20.32974
1555570975.70431,21.13245
1555570975.71994,21.46741
1555570975.73557,21.30026
1555570975.75119,20.68195
1555570975.76682,19.69348
1555570975.78244,18.42432
1555570975.79807,16.95169
1555570975.81369,15.32404
1555570975.82932,13.55341
1555570975.84495,11.60147
1555570975.86057,9.407227
1555570975.8762,6.920319
1555570975.89182,4.147308
1555570975.90745,1.169464
1555570975.92307,-1.903687
1555570975.9387,-4.928589
1555570975.95433,-7.830078
1555570975.96995,-10.62735
1555570975.98558,-13.42334
1555570976.0012,-16.36151
1555570976.01683,-19.54977
1555570976.03245,-23.03055
1555570976.04808,-26.80426
1555570976.06371,-30.82214
1555570976.07933,-35.0224
1555570976.09496,-39.27429
1555570976.11058,-43.30685
1555570976.12621,-46.64023
1555570976.14183,-48.62195
1555570976.15746,-48.5943
1555570976.17309,-46.05023
1555570976.18871,-40.84094
1555570976.20434,-33.2695
1555570976.21996,-24.04642
1555570976.23559,-14.12683
1555570976.25121,-4.496765
1555570976.26684,4.026489
1555570976.28247,10.95618
1555570976.29809,16.12796
1555570976.31372,19.68045
1555570976.32934,21.90298
1555570976.34497,23.1087
1555570976.36059,23.54089
1555570976.37622,23.33298
1555570976.39185,22.57196
1555570976.40747,21.37213
1555570976.4231,19.89517
1555570976.43872,18.34009
1555570976.45435,16.92633
1555570976.46997,15.81583
1555570976.4856,15.09668
1555570976.50123,14.77719
1555570976.51685,14.82059
1555570976.53248,15.12137
1555570976.5481,15.53311
1555570976.56373,15.87119
1555570976.57935,15.9494
1555570976.59498,15.62775
1555570976.61061,14.83511
1555570976.62623,13.59357
1555570976.64186,12.00092
1555570976.65748,10.15787
1555570976.67311,8.167664
1555570976.68873,6.083557
1555570976.70436,3.92865
1555570976.71999,1.665833
1555570976.73561,-0.7382202
1555570976.75124,-3.330963
1555570976.76686,-6.120178
1555570976.78249,-9.030273
1555570976.79812,-11.93823
1555570976.81374,-14.71814
1555570976.82937,-17.31152
1555570976.84499,-19.78107
1555570976.86062,-22.29388
1555570976.87624,-25.06116
1555570976.89187,-28.23517
1555570976.9075,-31.78372
1555570976.92312,-35.44681
1555570976.93875,-38.72385
1555570976.95437,-40.94827
1555570976.97,-41.42062
1555570976.98562,-39.61118
1555570977.00125,-35.29492
1555570977.01688,-28.66666
1555570977.0325,-20.27979
1555570977.04813,-10.97302
1555570977.06375,-1.620483
1555570977.07938,7.021667
1555570977.095,14.43555
1555570977.11063,20.34561
1555570977.12626,24.67288
1555570977.14188,27.452
1555570977.15751,28.77893
1555570977.17313,28.86154
1555570977.18876,27.98474
1555570977.20438,26.51517
1555570977.22001,24.78943
1555570977.23564,23.05811
1555570977.25126,21.45206
1555570977.26689,19.99045
1555570977.28251,18.65863
1555570977.29814,17.4859
1555570977.31376,16.54498
1555570977.32939,15.9375
1555570977.34502,15.73016
1555570977.36064,15.8909
1555570977.37627,16.28238
1555570977.39189,16.67969
1555570977.40752,16.80786
1555570977.42314,16.41806
1555570977.43877,15.36935
1555570977.4544,13.65344
1555570977.47002,11.40854
1555570977.48565,8.857208
1555570977.50127,6.190887
1555570977.5169,3.48761
1555570977.53252,0.6906433
1555570977.54815,-2.300507
1555570977.56378,-5.555878
1555570977.5794,-8.975281
1555570977.59503,-12.35611
1555570977.61065,-15.48483
1555570977.62628,-18.25568
1555570977.6419,-20.74173
1555570977.65753,-23.17325
1555570977.67316,-25.84393
1555570977.68878,-28.96103
1555570977.70441,-32.5975
1555570977.72003,-36.59396
1555570977.73566,-40.6098
1555570977.75128,-44.12213
1555570977.76691,-46.47803
1555570977.78254,-47.04144
1555570977.79816,-45.29501
1555570977.81379,-41.04672
1555570977.82941,-34.43484
1555570977.84504,-25.98944
1555570977.86066,-16.44168
1555570977.87629,-6.626953
1555570977.89192,2.711823
1555570977.90754,10.99445
1555570977.92317,17.82999
1555570977.93879,23.01578
1555570977.95442,26.48434
1555570977.98567,28.66281
1555570977.97004,28.31204
1555570978.0013,27.84637
1555570978.01692,26.26224
1555570978.03255,24.34616
1555570978.04817,22.5386
1555570978.0638,21.14447
1555570978.07942,20.2959
1555570978.09505,19.94046
1555570978.11068,19.92151
1555570978.1263,20.0202
1555570978.14193,20.11429
1555570978.15755,20.14462
1555570978.17318,20.12201
1555570978.1888,20.06784
1555570978.20443,19.95956
1555570978.22006,19.69696
1555570978.23568,19.15146
1555570978.25131,18.22849
1555570978.26693,16.87509
1555570978.28256,15.12872
1555570978.29818,13.07587
1555570978.31381,10.82224
1555570978.32944,8.488342
1555570978.34506,6.132935
1555570978.36069,3.762512
1555570978.37631,1.299744
1555570978.39194,-1.332184
1555570978.40756,-4.224945
1555570978.42319,-7.361633
1555570978.43882,-10.62021
1555570978.45444,-13.77109
1555570978.47007,-16.57349
1555570978.48569,-18.95367
1555570978.50132,-20.99542
1555570978.51694,-22.97644
1555570978.53257,-25.25575
1555570978.5482,-28.08775
1555570978.56382,-31.52618
1555570978.57945,-35.38744
1555570978.59507,-39.27473
1555570978.6107,-42.63925
1555570978.62632,-44.89244
1555570978.64195,-45.46594
1555570978.65758,-43.89104
1555570978.6732,-39.91437
1555570978.68883,-33.59161
1555570978.70445,-25.3232
1555570978.72008,-15.82729
1555570978.7357,-5.992493
1555570978.75133,3.359329
1555570978.76696,11.62552
1555570978.78258,18.50273
1555570978.79821,23.94917
1555570978.81383,28.00943
1555570978.82946,30.73589
1555570978.84508,32.14586
1555570978.86071,32.28645
1555570978.87634,31.31358
1555570978.89196,29.56
1555570978.90759,27.45905
1555570978.92321,25.45364
1555570978.93884,23.85889
1555570978.95446,22.81187
1555570978.97009,22.28987
1555570978.98572,22.20122
1555570979.00134,22.44281
1555570979.01697,22.9155
1555570979.03259,23.4942
1555570979.04822,24.01271
1555570979.06384,24.27061
1555570979.07947,24.09671
1555570979.0951,23.4164
1555570979.11072,22.27003
1555570979.12635,20.79143
1555570979.14197,19.10718
1555570979.1576,17.29665
1555570979.17322,15.3694
1555570979.18885,13.28905
1555570979.20448,11.00574
1555570979.2201,8.558853
1555570979.23573,5.990753
1555570979.25135,3.358124
1555570979.26698,0.7034607
1555570979.2826,-2.005676
1555570979.29823,-4.805405
1555570979.31386,-7.716812
1555570979.32948,-10.67332
1555570979.34511,-13.5488
1555570979.36073,-16.19963
1555570979.37636,-18.55148
1555570979.39199,-20.68263
1555570979.40761,-22.79889
1555570979.42324,-25.17651
1555570979.43886,-28.03432
1555570979.45449,-31.41252
1555570979.47011,-35.1568
1555570979.48574,-38.88791
1555570979.50137,-42.1089
1555570979.51699,-44.2509
1555570979.53262,-44.80988
1555570979.54824,-43.40253
1555570979.56387,-39.88611
1555570979.57949,-34.35922
1555570979.59512,-27.18488
1555570979.61075,-18.89278
1555570979.62637,-10.11279
1555570979.642,-1.462219
1555570979.65762,6.515884
1555570979.67325,13.3931
1555570979.68887,18.89459
1555570979.7045,22.90311
1555570979.72013,25.49373
1555570979.73575,26.89508
1555570979.75138,27.38821
1555570979.767,27.23586
1555570979.78263,26.6041
1555570979.79825,25.58556
1555570979.81388,24.25436
1555570979.82951,22.75468
1555570979.84513,21.32132
1555570979.86076,20.22319
1555570979.87638,19.63911
1555570979.89201,19.58376
1555570979.90763,19.87131
1555570979.92326,20.23813
1555570979.93889,20.42705
1555570979.95451,20.30226
1555570979.97014,19.87462
1555570979.98576,19.22823
1555570980.00139,18.39749
1555570980.01701,17.34526
1555570980.03264,15.95526
1555570980.04827,14.15744
1555570980.06389,11.99803
1555570980.07952,9.668381
1555570980.09514,7.418365
1555570980.11077,5.422501
1555570980.12639,3.657593
1555570980.14202,1.941162
1555570980.15765,0.01982117
1555570980.17327,-2.264954
1555570980.1889,-4.90036
1555570980.20452,-7.719879
1555570980.22015,-10.52939
1555570980.23577,-13.21028
1555570980.2514,-15.77982
1555570980.26703,-18.29793
1555570980.28265,-20.80113
1555570980.29828,-23.22676
1555570980.3139,-25.47397
1555570980.32953,-27.5049
1555570980.34515,-29.4269
1555570980.36078,-31.49417
1555570980.37641,-33.97366
1555570980.39203,-36.9503
1555570980.40766,-40.20842
1555570980.42328,-43.20332
1555570980.43891,-45.18784
1555570980.45453,-45.45313
1555570980.47016,-43.51784
1555570980.48579,-39.26704
1555570980.50141,-32.9556
1555570980.51704,-25.16202
1555570980.53266,-16.61279
1555570980.54829,-8.0606
1555570980.56391,-0.1474686
1555570980.57954,6.674255
1555570980.59517,12.16837
1555570980.61079,16.28399
1555570980.62642,19.07048
1555570980.64204,20.64454
1555570980.65767,21.15507
1555570980.67329,20.81005
1555570980.68892,19.87894
1555570980.70455,18.69615
1555570980.72017,17.54475
1555570980.7358,16.58572
1555570980.75142,15.83269
1555570980.76705,15.18472
1555570980.78267,14.55302
1555570980.7983,13.94182
1555570980.81393,13.48741
1555570980.82955,13.36724
1555570980.84518,13.68658
1555570980.8608,14.40144
1555570980.87643,15.29177
1555570980.89205,16.04181
1555570980.90768,16.36934
1555570980.92331,16.10751
1555570980.93893,15.22897
1555570980.95456,13.82787
1555570980.97018,12.04512
1555570980.98581,10.01401
1555570981.00143,7.856339
1555570981.01706,5.67231
1555570981.03269,3.552223
1555570981.04831,1.54129
1555570981.06394,-0.3638458
1555570981.07956,-2.241249
1555570981.09519,-4.220108
1555570981.11081,-6.429871
1555570981.12644,-8.945511
1555570981.14207,-11.71459
1555570981.15769,-14.58878
1555570981.17332,-17.37125
1555570981.18894,-19.93616
1555570981.20457,-22.27425
1555570981.22019,-24.50508
1555570981.23582,-26.8157
1555570981.25145,-29.35321
1555570981.26707,-32.14346
1555570981.2827,-34.98904
1555570981.29832,-37.50367
1555570981.31395,-39.1434
1555570981.32957,-39.33924
1555570981.3452,-37.63936
1555570981.36083,-33.86833
1555570981.37645,-28.18496
1555570981.39208,-21.03013
1555570981.4077,-13.06619
1555570981.42333,-4.963799
1555570981.43895,2.707359
1555570981.45458,9.53067
1555570981.47021,15.25946
1555570981.48583,19.74349
1555570981.50146,22.9007
1555570981.51708,24.72773
1555570981.53271,25.32639
1555570981.54833,24.89712
1555570981.56396,23.75591
1555570981.57959,22.24659
1555570981.59521,20.67757
1555570981.61084,19.27631
1555570981.62646,18.16176
1555570981.64209,17.36705
1555570981.65772,16.85287
1555570981.67334,16.60077
1555570981.68897,16.58416
1555570981.70459,16.79774
1555570981.72022,17.21511
1555570981.73584,17.77252
1555570981.75147,18.35405
1555570981.7671,18.79554
1555570981.78272,18.93843
1555570981.79835,18.63757
1555570981.81397,17.80794
1555570981.8296,16.46889
1555570981.84522,14.70934
1555570981.86085,12.68301
1555570981.87648,10.53378
1555570981.8921,8.40799
1555570981.90773,6.391289
1555570981.92335,4.483894
1555570981.93898,2.594856
1555570981.9546,0.5690613
1555570981.97023,-1.770058
1555570981.98586,-4.516403
1555570982.00148,-7.617096
1555570982.01711,-10.90138
1555570982.03273,-14.12248
1555570982.04836,-17.05762
1555570982.06398,-19.60077
1555570982.07961,-21.79169
1555570982.09524,-23.78412
1555570982.11086,-25.8028
1555570982.12649,-28.07489
1555570982.14211,-30.75262
1555570982.15774,-33.83923
1555570982.17336,-37.14013
1555570982.18899,-40.19745
1555570982.20462,-42.37094
1555570982.22024,-42.94273
1555570982.23587,-41.34489
1555570982.25149,-37.33094
1555570982.26712,-31.1166
1555570982.28274,-23.31434
1555570982.29837,-14.73878
1555570982.314,-6.222469
1555570982.32962,1.631538
1555570982.34525,8.482265
1555570982.36087,14.21118
1555570982.3765,18.83866
1555570982.39212,22.39047
1555570982.40775,24.86771
1555570982.42338,26.24304
1555570982.439,26.55347
1555570982.45463,25.949
1555570982.47025,24.7117
1555570982.48588,23.13902
1555570982.5015,21.51846
1555570982.51713,19.98801
1555570982.53276,18.61116
1555570982.54838,17.4221
1555570982.56401,16.4892
1555570982.57963,15.90907
1555570982.59526,15.74888
1555570982.61088,15.96641
1555570982.62651,16.36454
1555570982.64214,16.6809
1555570982.65776,16.67152
1555570982.67339,16.2235
1555570982.68901,15.36218
1555570982.70464,14.22181
1555570982.72026,12.9539
1555570982.73589,11.65108
1555570982.75152,10.31247
1555570982.76714,8.874847
1555570982.78277,7.260906
1555570982.79839,5.423729
1555570982.81402,3.373569
1555570982.82964,1.17976
1555570982.84527,-1.088837
1555570982.8609,-3.395565
1555570982.87652,-5.779354
1555570982.89215,-8.335777
1555570982.90777,-11.12759
1555570982.9234,-14.1052
1555570982.93902,-17.09652
1555570982.95465,-19.83893
1555570982.97028,-22.09082
1555570983.00153,-25.14304
1555570982.9859,-23.80653
1555570983.01715,-26.46223
1555570983.03278,-28.17129
1555570983.0484,-30.54855
1555570983.06403,-33.58944
1555570983.07966,-36.97234
1555570983.09528,-40.06096
1555570983.11091,-42.10832
1555570983.12653,-42.43248
1555570983.14216,-40.61078
1555570983.15778,-36.59995
1555570983.17341,-30.70033
1555570983.18904,-23.47512
1555570983.20466,-15.58601
1555570983.22029,-7.695808
1555570983.23591,-0.3644943
1555570983.25154,5.95676
1555570983.26716,11.01122
1555570983.28279,14.76283
1555570983.29842,17.37987
1555570983.31404,19.15157
1555570983.32967,20.34194
1555570983.34529,21.05528
1555570983.36092,21.25078
1555570983.37654,20.83269
1555570983.39217,19.80191
1555570983.4078,18.35053
1555570983.42342,16.83485
1555570983.43905,15.61938
1555570983.45467,14.94412
1555570983.4703,14.83008
1555570983.48592,15.13554
1555570983.50155,15.64955
1555570983.51718,16.21498
1555570983.5328,16.75037
1555570983.54843,17.19117
1555570983.56405,17.45963
1555570983.57968,17.42056
1555570983.5953,16.93757
1555570983.61093,15.91717
1555570983.62656,14.37364
1555570983.65781,10.47622
1555570983.64218,12.47035
1555570983.67343,8.641342
1555570983.68906,7.101215
1555570983.70468,5.789902
1555570983.72031,4.468372
1555570983.73594,2.836143
1555570983.75156,0.6970749
1555570983.76719,-1.953339
1555570983.78281,-4.953991
1555570983.79844,-8.056194
1555570983.81406,-11.07079
1555570983.82969,-13.88089
1555570983.84532,-16.45695
1555570983.86094,-18.79198
1555570983.87657,-20.9069
1555570983.89219,-22.88944
1555570983.90782,-24.957
1555570983.92344,-27.3684
1555570983.93907,-30.29334
1555570983.9547,-33.61766
1555570983.97032,-36.87187
1555570983.98595,-39.28672
1555570984.00157,-40.09434
1555570984.0172,-38.77808
1555570984.03282,-35.26844
1555570984.04845,-29.91605
1555570984.06408,-23.27381
1555570984.0797,-15.90244
1555570984.09533,-8.25304
1555570984.11095,-0.6723557
1555570984.12658,6.548573
1555570984.14221,13.03617
1555570984.15783,18.43087
1555570984.17346,22.42837
1555570984.18908,24.92482
1555570984.20471,26.05273
1555570984.22033,26.13314
1555570984.23596,25.55788
1555570984.25159,24.65403
1555570984.26721,23.63167
1555570984.28284,22.54927
1555570984.29846,21.43681
1555570984.31409,20.30252
1555570984.32971,19.23248
1555570984.34534,18.34095
1555570984.36097,17.74249
1555570984.37659,17.48515
1555570984.39222,17.558
1555570984.40784,17.8412
1555570984.42347,18.19297
1555570984.43909,18.46644
1555570984.45472,18.54209
1555570984.47035,18.32502
1555570984.48597,17.76248
1555570984.5016,16.82455
1555570984.51722,15.53622
1555570984.53285,13.96082
1555570984.54847,12.19608
1555570984.5641,10.3075
1555570984.57973,8.323765
1555570984.59535,6.214905
1555570984.61098,3.915852
1555570984.6266,1.409142
1555570984.64223,-1.282024
1555570984.65785,-4.081841
1555570984.67348,-6.895824
1555570984.68911,-9.637177
1555570984.70473,-12.23624
1555570984.72036,-14.64366
1555570984.73598,-16.85045
1555570984.76723,-20.7658
1555570984.75161,-18.86524
1555570984.78286,-22.6813
1555570984.79849,-24.78694
1555570984.81411,-27.22995
1555570984.82974,-30.0391
1555570984.84536,-33.02925
1555570984.86099,-35.82148
1555570984.87661,-37.89346
1555570984.89224,-38.71207
1555570984.90787,-37.86439
1555570984.92349,-35.13874
1555570984.93912,-30.57977
1555570984.95474,-24.42799
1555570984.97037,-17.10968
1555570984.98599,-9.13509
1555570985.00162,-1.101616
1555570985.01725,6.434891
1555570985.03287,12.9929
1555570985.0485,18.27704
1555570985.06412,22.16255
1555570985.07975,24.72416
1555570985.09537,26.13285
1555570985.111,26.59395
1555570985.12663,26.27719
1555570985.14225,25.33372
1555570985.15788,23.94041
1555570985.1735,22.31985
1555570985.18913,20.73098
1555570985.20475,19.42067
1555570985.22038,18.54892
1555570985.23601,18.13069
1555570985.25163,18.07923
1555570985.26726,18.25093
1555570985.28288,18.51735
1555570985.29851,18.8001
1555570985.31413,19.07336
1555570985.32976,19.30201
1555570985.34539,19.41976
1555570985.36101,19.30806
1555570985.37664,18.84227
1555570985.39226,17.93741
1555570985.40789,16.60561
1555570985.42351,14.94467
1555570985.43914,13.09547
1555570985.45477,11.18524
1555570985.47039,9.267534
1555570985.48602,7.315849
1555570985.50164,5.225901
1555570985.51727,2.887581
1555570985.53289,0.2393837
1555570985.54852,-2.686871
1555570985.56415,-5.776052
1555570985.57977,-8.887638
1555570985.5954,-11.8772
1555570985.61102,-14.66444
1555570985.62665,-17.22873
1555570985.64227,-19.63231
1555570985.6579,-21.95699
1555570985.67353,-24.27696
1555570985.68915,-26.65726
1555570985.70478,-29.1281
1555570985.7204,-31.71316
1555570985.73603,-34.41145
1555570985.75165,-37.16884
1555570985.76728,-39.82141
1555570985.78291,-42.07169
1555570985.79853,-43.47307
1555570985.81416,-43.5165
1555570985.82978,-41.75978
1555570985.84541,-37.97321
1555570985.86103,-32.25031
1555570985.87666,-25.01293
1555570985.89229,-16.93666
1555570985.90791,-8.795354
1555570985.92354,-1.303907
1555570985.93916,5.052244
1555570985.95479,10.0522
1555570985.97041,13.72055
1555570985.98604,16.2007
1555570986.00167,17.65337
1555570986.01729,18.16385
1555570986.03292,17.78852
1555570986.04854,16.62487
1555570986.06417,14.91393
1555570986.07979,13.03334
1555570986.09542,11.41578
1555570986.11105,10.374
1555570986.12667,9.979353
1555570986.1423,10.09821
1555570986.15792,10.46454
1555570986.17355,10.89103
1555570986.18917,11.34527
1555570986.2048,11.94337
1555570986.22043,12.82324
1555570986.23605,14.01093
1555570986.25168,15.37657
1555570986.2673,16.65411
1555570986.28293,17.56876
1555570986.29855,17.92357
1555570986.31418,17.65
1555570986.32981,16.80497
1555570986.34543,15.5224
1555570986.36106,13.9666
1555570986.37668,12.2636
1555570986.39231,10.48864
1555570986.40793,8.642015
1555570986.42356,6.691032
1555570986.43919,4.563417
1555570986.45481,2.220308
1555570986.47044,-0.3374786
1555570986.48606,-3.065357
1555570986.50169,-5.862368
1555570986.51732,-8.643717
1555570986.53294,-11.34911
1555570986.54857,-14.01119
1555570986.56419,-16.76917
1555570986.57982,-19.81415
1555570986.59544,-23.27541
1555570986.61107,-27.11778
1555570986.6267,-31.01946
1555570986.64232,-34.39838
1555570986.65795,-36.53253
1555570986.67357,-36.75739
1555570986.6892,-34.69841
1555570986.70482,-30.35789
1555570986.72045,-24.10752
1555570986.73608,-16.54096
1555570986.7517,-8.31793
1555570986.76733,-0.06137657
1555570986.78295,7.704908
1555570986.79858,14.53029
1555570986.8142,20.05893
1555570986.82983,24.07756
1555570986.84546,26.57017
1555570986.86108,27.7426
1555570986.87671,27.94571
1555570986.89233,27.56786
1555570986.90796,26.8861
1555570986.92358,26.02777
1555570986.93921,25.00464
1555570986.95484,23.84825
1555570986.97046,22.63751
1555570986.98609,21.54233
1555570987.00171,20.72511
1555570987.01734,20.26268
1555570987.03296,20.1081
1555570987.04859,20.13106
1555570987.06422,20.18213
1555570987.07984,20.15745
1555570987.09547,20.04946
1555570987.11109,19.84847
1555570987.12672,19.5224
1555570987.14234,18.92838
1555570987.15797,17.8722
1555570987.1736,16.18976
1555570987.18922,13.8406
1555570987.20485,10.9595
1555570987.22047,7.802773
1555570987.2361,4.671274
1555570987.25172,1.726018
1555570987.3611,-15.91662
1555570987.26735,-1.006063
1555570987.31423,-8.938037
1555570987.2986,-6.266035
1555570987.32985,-11.5377
1555570987.28298,-3.63142
1555570987.34548,-13.89709
1555570987.37673,-17.68469
1555570987.39236,-19.46359
1555570987.40798,-21.59024
1555570987.42361,-24.29969
1555570987.43923,-27.63074
1555570987.45486,-31.40673
1555570987.47048,-35.30249
1555570987.48611,-38.91793
1555570987.50174,-41.83666
1555570987.51736,-43.62637
1555570987.53299,-43.86207
1555570987.54861,-42.19706
1555570987.56424,-38.47167
1555570987.57986,-32.83127
1555570987.59549,-25.68228
1555570987.61112,-17.63871
1555570987.62674,-9.332407
1555570987.64237,-1.323576
1555570987.65799,5.982169
1555570987.67362,12.2872
1555570987.68924,17.36628
1555570987.70487,21.0621
1555570987.7205,23.32077
1555570987.73612,24.24114
1555570987.75175,24.07883
1555570987.76737,23.16179
1555570987.783,21.84239
1555570987.79862,20.41888
1555570987.81425,19.09717
1555570987.82988,18.00797
1555570987.8455,17.21926
1555570987.86113,16.73971
1555570987.87675,16.52766
1555570987.89238,16.50716
1555570987.908,16.58799
1555570987.92363,16.68769
1555570987.93926,16.729
1555570987.95488,16.63137
1555570987.97051,16.27442
1555570987.98613,15.50541
1555570988.00176,14.18972
1555570988.01738,12.26843
1555570988.03301,9.799274
1555570988.04864,6.956229
1555570988.06426,3.972201
1555570988.07989,1.068505
1555570988.09551,-1.628057
1555570988.11114,-4.104353
1555570988.12676,-6.380619
1555570988.14239,-8.493296
1555570988.15802,-10.44987
1555570988.17364,-12.25398
1555570988.18927,-13.98135
1555570988.20489,-15.79868
1555570988.22052,-17.98154
1555570988.23614,-20.82589
1555570988.25177,-24.49713
1555570988.2674,-28.91505
1555570988.28302,-33.68486
1555570988.29865,-38.1172
1555570988.31427,-41.41291
1555570988.3299,-42.81278
1555570988.34552,-41.83374
1555570988.36115,-38.39141
1555570988.37678,-32.81485
1555570988.3924,-25.73953
1555570988.40803,-17.92391
1555570988.42365,-10.07517
1555570988.43928,-2.722558
1555570988.4549,3.787635
1555570988.47053,9.275092
1555570988.48616,13.63136
1555570988.50178,16.81543
1555570988.51741,18.82571
1555570988.53303,19.76706
1555570988.54866,19.82074
1555570988.56428,19.20244
1555570988.57991,18.20063
1555570988.59554,17.064
1555570988.61116,16.02151
1555570988.62679,15.26275
1555570988.64241,14.87962
1555570988.65804,14.87039
1555570988.67367,15.1419
1555570988.68929,15.5307
1555570988.70492,15.86186
1555570988.72054,16.03171
1555570988.73617,15.95244
1555570988.75179,15.5984
1555570988.76742,14.94574
1555570988.78305,13.99591
1555570988.79867,12.79932
1555570988.8143,11.43621
1555570988.82992,10.00623
1555570988.84555,8.568404
1555570988.86117,7.081149
1555570988.8768,5.410329
1555570988.89243,3.436326
1555570988.90805,1.119755
1555570988.92368,-1.461735
1555570988.9393,-4.137632
1555570988.95493,-6.760793
1555570988.97055,-9.283671
1555570988.98618,-11.71925
1555570989.00181,-14.12077
1555570989.01743,-16.542
1555570989.03306,-19.05486
1555570989.04868,-21.77653
1555570989.06431,-24.85654
1555570989.07993,-28.32781
1555570989.09556,-31.95184
1555570989.11119,-35.12348
1555570989.12681,-36.94976
1555570989.14244,-36.58025
1555570989.15806,-33.53305
1555570989.17369,-27.93773
1555570989.18931,-20.46946
1555570989.20494,-12.08477
1555570989.22057,-3.674037
1555570989.23619,4.123776
1555570989.25182,10.96822
1555570989.26744,16.65906
1555570989.28307,21.0568
1555570989.29869,24.04755
1555570989.31432,25.60985
1555570989.32995,25.88066
1555570989.34557,25.14705
1555570989.3612,23.71494
1555570989.37682,21.85048
