TS_Machine,hr
1555580056.62545,95.99557
1555580057.25048,95.99553
1555580057.84426,101.048
1555580058.46929,95.99553
1555580059.10994,93.65421
1555580059.79747,87.26867
1555580060.51626,83.47441
1555580061.34442,72.44947
1555580062.23509,67.3653
1555580063.12575,67.3653
1555580064.01642,67.3653
1555580064.86021,71.10782
1555580065.71962,69.81495
1555580066.54778,72.44947
1555580067.3447,75.29063
1555580068.12598,76.79646
1555580068.90727,76.79644
1555580069.67293,78.36371
1555580070.43859,78.36371
1555580071.15737,83.47441
1555580071.90741,79.99628
1555580072.59494,87.2687
1555580073.39185,75.29063
1555580074.15751,78.36371
1555580074.98568,72.44947
1555580075.76696,76.79644
1555580076.53262,78.36374
1555580077.29828,78.36371
1555580078.04832,79.99628
1555580078.79835,79.99632
1555580079.56401,78.36371
1555580080.32967,78.36371
1555580081.07971,79.99628
1555580081.82974,79.99632
1555580082.56415,81.69833
1555580083.29856,81.69833
1555580084.03297,81.69836
1555580105.33083,76.79646
1555580106.11212,76.79644
1555580106.87778,78.36371
1555580107.64344,78.36371
1555580108.37785,81.69836
1555580109.11226,81.69833
1555580109.84667,81.69833
1555580110.5342,87.2687
1555580111.22173,87.26867
1555580111.90926,87.2687
1555580112.58117,89.29817
1555580113.2687,87.2687
1555580113.97186,85.32937
1555580114.69064,83.47439
1555580115.42505,81.69836
1555580116.19071,78.36371
1555580116.94074,79.99628
1555580117.7064,78.36374
1555580118.47206,78.36371
1555580119.23773,78.36371
1555580120.00339,78.36371
1555580120.75342,79.99632
1555580121.50345,79.99628
1555580122.25349,79.99628
1555580122.95665,85.3294
1555580123.6598,85.32937
1555580124.36296,85.3294
1555580125.06612,85.32937
1555580125.80053,81.69833
1555580126.53494,81.69836
1555580127.28497,79.99628
1555580128.03501,79.99628
1555580128.76942,81.69836
1555580129.51945,79.99628
1555580130.25386,81.69833
1555580130.98827,81.69836
1555580131.70705,83.47439
1555580132.42584,83.47439
1555580133.14462,83.47441
1555580133.8634,83.47439
1555580141.55126,85.3294
1555580142.28567,81.69833
1555580143.0357,79.99628
1555580143.78574,79.99632
1555580144.50452,83.47439
1555580145.2233,83.47439
1555580145.92646,85.3294
1555580146.62962,85.32937
1555580147.3484,83.47441
1555580148.06719,83.47439
1555580148.78597,83.47439
1555580149.48913,85.3294
1555580150.17666,87.26867
1555580150.84856,89.2982
1555580151.52047,89.29817
1555580152.17675,91.42435
1555580152.86428,87.26867
1555580153.58307,83.47441
1555580154.3331,79.99628
1555580155.08314,79.99628
1555580155.81754,81.69836
1555580156.5832,78.36371
1555580157.30199,83.47439
1555580158.0364,81.69836
1555580158.77081,81.69833
1555580159.50521,81.69833
1555580160.23962,81.69836
1555580160.97403,81.69833
1555580161.70844,81.69833
1555580162.44285,81.69836
1555580163.17726,81.69833
1555580163.89604,83.47439
1555580164.61483,83.47441
1555580165.31798,85.32937
1555580166.02114,85.32937
1555580166.7243,85.3294
1555580167.42746,85.32937
1555580168.11499,87.2687
1555580168.83377,83.47439
1555580169.55256,83.47441
1555580170.27134,83.47439
1555580170.95887,87.26867
1555580171.67765,83.47441
1555580172.38081,85.32937
1555580173.09959,83.47439
1555580173.834,81.69836
1555580174.56841,81.69833
1555580175.30282,81.69836
1555580176.0216,83.47439
1555580176.74039,83.47439
1555580177.44355,85.3294
1555580178.16233,83.47439
1555580178.88111,83.47439
1555580239.52455,81.69833
1555580240.30583,76.79646
1555580241.08712,76.79644
1555580241.83715,79.99628
1555580242.60281,78.36371
1555580243.3841,76.79646
1555580244.16539,76.79644
1555580244.9623,75.29063
1555580245.69671,81.69836
1555580246.41549,83.47439
1555580247.16552,79.99628
1555580247.93118,78.36371
1555580248.7281,75.29065
1555580249.50938,76.79644
1555580301.91806,83.47441
1555580302.65247,81.69833
1555580303.37125,83.47439
1555580304.10566,81.69836
1555580304.82444,83.47439
1555580305.51198,87.26867
1555580306.23076,83.47441
1555580306.93392,85.32937
1555580307.63707,85.3294
1555580308.38711,79.99628
1555580309.12152,81.69833
1555580309.88718,78.36374
1555580310.60596,83.47439
1555580311.37162,78.36371
1555580312.10603,81.69833
1555580312.85607,79.99632
1555580313.59048,81.69833
1555580314.32488,81.69833
1555580315.05929,81.69836
1555580315.76245,85.32937
1555580316.41873,91.42435
1555580317.12189,85.32937
1555580448.40922,87.2687
1555580449.08113,89.29817
1555580449.84679,78.36371
1555580465.62877,79.99632
1555580466.36318,81.69833
1555580467.03508,89.2982
1555580467.72261,87.26867
1555580468.45702,81.69833
1555580469.12893,89.2982
1555580492.8019,91.42432
1555581308.60531,137.1366
1555581309.05845,132.4076
1555581309.55848,119.9945
1555581309.996,137.1365
1555581659.69969,103.7789
1555581660.3091,98.45699
1555581660.9185,98.45699
1555581661.5279,98.45695
1555581662.15293,95.99557
1555581662.74671,101.048
1555581663.37174,95.99553
1555581664.01239,93.65421
1555581664.65305,93.65418
1555581665.2937,93.65421
1555581714.21784,93.65418
1555581714.8585,93.65421
1555581715.48353,95.99553
1555581716.12418,93.65421
1555581716.76484,93.65421
1555581717.43674,89.29817
1555581807.55029,93.65418
1555581808.19094,93.65421
1555581808.8316,93.65421
1555581818.51955,93.65421
1555581819.14458,95.99553
1555581819.76961,95.99557
1555581827.58247,93.65418
1555581828.17625,101.048
1555581828.80127,95.99553
1555581829.44193,93.65421
1555581830.11384,89.29817
1555581830.78574,89.2982
1555581831.45765,89.29817
1555581832.12955,89.2982
1555581832.83271,85.32937
1555581833.48899,91.42435
1555581840.73933,91.42432
1555581841.39561,91.42435
1555581842.06751,89.29817
1555581842.72379,91.42435
1555581843.41133,87.26867
1555581844.08323,89.2982
1555581844.75514,89.29817
1555581845.44267,87.2687
1555582076.67213,98.45699
1555582077.31278,93.65418
1555582077.92219,98.45699
1555582078.57847,91.42432
1555582079.266,87.2687
1555582079.93791,89.29817
1555582080.62544,87.2687
1555582081.31297,87.26867
1555582081.96925,91.42435
1555582082.68803,83.47439
1555582083.35994,89.29817
1555582084.03184,89.2982
1555582084.6725,93.65418
1555582085.32878,91.42435
1555582086.01631,87.26867
1555582101.3764,91.42435
1555582102.01705,93.65418
1555582102.65771,93.65421
1555582103.31399,91.42432
1555582103.95464,93.65421
1555582145.76908,93.65418
1555582146.39411,95.99557
1555582147.03476,93.65421
1555582147.65979,95.99553
1555582148.36295,85.3294
1555582153.28505,98.45695
1555582153.91008,95.99557
1555582154.58199,89.2982
1555582155.28514,85.32937
1555582155.9883,85.32937
1555582156.67583,87.2687
