TS_Machine,hr
1555573201.14853,68.56825
1555573202.02357,68.56825
1555573202.89861,68.56825
1555573203.7424,71.10782
1555573204.55494,73.84275
1555573205.42998,68.56825
1555573206.33627,66.20383
1555573207.25819,65.08172
1555573208.1801,65.08173
1555573209.10202,65.08173
1555573210.00831,66.20383
1555573210.8521,71.10782
1555573211.68027,72.44947
1555573212.55531,68.56825
1555573213.44597,67.3653
1555573214.36789,65.08173
1555573215.25856,67.3653
1555573216.14922,67.3653
1555573217.03989,67.3653
1555573217.96181,65.08173
1555573218.83685,68.56825
1555573219.72751,67.3653
1555573220.58693,69.81495
1555573221.39947,73.84273
1555573222.212,73.84275
1555573223.02454,73.84273
1555573223.91521,67.3653
1555573224.83713,65.08173
1555573225.77467,63.99704
1555573226.68096,66.20383
1555573227.52475,71.10782
1555573228.32166,75.29063
1555573229.1342,73.84273
1555573229.99361,69.81495
1555573230.88428,67.3653
1555573231.79057,66.20383
1555573232.64999,69.81495
1555573233.49378,71.10782
1555573234.30631,73.84273
1555573235.18136,68.56825
1555573236.0564,68.56825
1555573236.96269,66.20383
1555573237.83773,68.56825
1555573238.63464,75.29065
1555573239.43155,75.29063
1555573240.16596,81.69833
1555573240.93162,78.36371
1555573241.72853,75.29065
1555573242.60357,68.56825
1555573243.50987,66.20383
1555573244.43178,65.08172
1555573245.27557,71.10783
1555573246.07248,75.29063
1555573246.83814,78.36371
1555573247.63506,75.29063
1555573248.47885,71.10782
1555573249.35389,68.56825
1555573250.24455,67.3653
1555573251.11959,68.56825
1555573251.93213,73.84275
1555573252.72904,75.29063
1555573253.4947,78.36371
1555573254.19786,85.32937
1555573254.88539,87.2687
1555573255.5573,89.29817
1555573264.6671,101.048
1555573265.35463,87.26867
1555573266.07341,83.47441
1555573266.77657,85.32937
1555573267.5266,79.99628
1555573268.32351,75.29065
1555573269.08918,78.36371
1555573269.85484,78.36371
1555573270.57362,83.47439
1555573271.2924,83.47441
1555573272.02681,81.69833
1555573272.79247,78.36371
1555573273.63626,71.10783
1555573274.48005,71.10782
1555573275.32384,71.10782
1555573276.18325,69.81495
1555573277.04267,69.81495
1555573277.87083,72.44947
1555573278.71462,71.10782
1555573279.57404,69.81495
1555573280.43345,69.81495
1555573281.30849,68.56825
1555573282.15228,71.10782
1555573282.96482,73.84273
1555573283.80861,71.10783
1555573284.66802,69.81495
1555573285.52744,69.81495
1555573286.3556,72.44947
1555573287.15251,75.29063
1555573287.9963,71.10782
1555573288.85572,69.81495
1555573289.76201,66.20383
1555573290.6683,66.20383
1555573291.55897,67.3653
1555573292.40276,71.10782
1555573293.19967,75.29063
1555573294.02783,72.44947
1555573294.88725,69.81495
1555573295.77791,67.3653
1555573296.69983,65.08173
1555573297.55924,69.81495
1555573298.41866,69.81496
1555573299.27807,69.81495
1555573300.21562,63.99702
1555573301.16879,62.94791
1555573302.0907,65.08173
1555573302.98137,67.3653
1555573303.82516,71.10782
1555573304.60645,76.79646
1555573305.38773,76.79644
1555573306.10651,83.47439
1555573306.80967,85.3294
1555573307.51283,85.32937
1555573308.21599,85.32937
1555573308.91914,85.3294
1555573309.57543,91.42432
1555573310.27858,85.3294
1555573310.90361,95.99553
1555573311.6224,83.47441
1555573312.40368,76.79644
1555573313.2631,69.81495
1555573314.13814,68.56825
1555573315.0288,67.3653
1555573315.85697,72.44947
1555573316.76326,66.20383
1555573317.59142,72.44947
1555573318.35708,78.36371
1555573319.16962,73.84275
1555573320.02903,69.81495
1555573320.88845,69.81495
1555573321.73224,71.10782
1555573322.52915,75.29063
1555573323.31044,76.79644
1555573324.10735,75.29063
1555573324.95114,71.10783
1555573325.85743,66.20383
1555573326.77935,65.08172
1555573327.71689,63.99704
1555573328.63881,65.08173
1555573329.56073,65.08173
1555573330.43577,68.56825
1555573331.27956,71.10782
1555573332.07647,75.29063
1555573332.87338,75.29065
1555573333.71717,71.10782
1555573334.62346,66.20383
1555573335.59226,61.93262
1555573336.51417,65.08172
1555573337.40484,67.3653
1555573338.26425,69.81496
1555573339.07679,73.84273
1555573339.84245,78.36371
1555573340.67062,72.44947
1555573341.57691,66.20383
1555573342.53008,62.94791
1555573343.45199,65.08173
1555573344.35829,66.20383
1555573345.24895,67.3653
1555573346.12399,68.56825
1555573346.96778,71.10782
1555573347.79595,72.44947
1555573348.65536,69.81495
1555573349.5304,68.56825
1555573350.42107,67.3653
1555573351.32736,66.20383
1555573352.17115,71.10782
1555573353.01494,71.10782
1555573353.87435,69.81495
1555573354.76502,67.3653
1555573355.68694,65.08173
1555573356.54635,69.81495
1555573357.37451,72.44947
1555573358.2183,71.10782
1555573359.09334,68.56825
1555573359.99964,66.20383
1555573360.85905,69.81495
1555573361.70284,71.10783
1555573362.56225,69.81495
1555573363.43729,68.56825
1555573364.32796,67.3653
1555573365.2655,63.99704
1555573366.10929,71.10782
1555573366.95308,71.10782
1555573367.8125,69.81495
1555573368.68754,68.56825
1555573369.56258,68.56825
1555573370.40637,71.10782
1555573371.25016,71.10782
1555573372.10957,69.81495
1555573373.03149,65.08173
1555573373.92216,67.3653
1555573374.78157,69.81495
1555573375.62536,71.10782
1555573376.5004,68.56825
1555573377.39107,67.3653
1555573378.31298,65.08173
1555573379.25053,63.99704
1555573380.15682,66.20383
1555573381.07874,65.08173
1555573381.95378,68.56825
1555573382.76631,73.84273
1555573383.57885,73.84273
1555573384.40702,72.44947
1555573385.31331,66.20383
1555573386.23523,65.08173
1555573387.11027,68.56825
1555573387.9228,73.84273
1555573388.71972,75.29065
1555573389.54788,72.44947
1555573390.42292,68.56825
1555573391.31359,67.3653
1555573392.173,69.81495
1555573393.03242,69.81495
1555573393.86058,72.44947
1555573394.70437,71.10782
1555573395.59503,67.3653
1555573396.53258,63.99704
1555573397.42324,67.3653
1555573398.26703,71.10782
1555573399.06394,75.29063
1555573399.86086,75.29063
1555573400.72027,69.81495
1555573401.62656,66.20383
1555573402.56411,63.99704
1555573403.48602,65.08173
1555573404.34544,69.81495
1555573405.15798,73.84273
1555573405.95489,75.29065
1555573406.78305,72.44947
1555573407.64247,69.81495
1555573408.56438,65.08173
1555573409.45505,67.3653
1555573410.33009,68.56825
1555573411.18951,69.81495
1555573412.06455,68.56825
1555573412.97084,66.20383
1555573413.86151,67.3653
1555573414.72092,69.81495
1555573415.59596,68.56825
1555573416.45538,69.81495
1555573417.34604,67.3653
1555573418.23671,67.3653
1555573419.09612,69.81495
1555573419.98679,67.3653
1555573420.86183,68.56825
1555573421.73687,68.56825
1555573422.64316,66.20383
1555573423.50258,69.81495
1555573424.31511,73.84273
1555573425.1589,71.10782
1555573426.00269,71.10782
1555573426.7996,75.29065
1555573427.56526,78.36371
1555573428.33093,78.36371
1555573429.11221,76.79644
1555573429.86225,79.99632
1555573430.69041,72.44947
1555573431.61233,65.08173
1555573432.53424,65.08173
1555573433.45616,65.08172
1555573434.31558,69.81496
1555573435.11249,75.29063
1555573435.94065,72.44947
1555573436.89382,62.94791
1555573437.84699,62.94791
1555573438.81579,61.9326
1555573439.70645,67.3653
1555573440.51899,73.84275
1555573441.34715,72.44947
1555573442.25344,66.20383
1555573443.19099,63.99702
1555573444.15978,61.93262
1555573445.06608,66.20383
1555573445.90986,71.10782
1555573446.75365,71.10782
1555573447.64432,67.3653
1555573448.59749,62.94791
1555573449.56628,61.93262
1555573450.44132,68.56825
1555573451.28511,71.10782
1555573452.11328,72.44947
1555573452.98832,68.56825
1555573453.92586,63.99704
1555573454.89466,61.93262
1555573455.86345,61.93262
1555573456.73849,68.56825
1555573457.59791,69.81495
1555573458.47295,68.56825
1555573459.42612,62.94791
1555573460.42616,59.99723
1555573461.37933,62.94789
1555573462.37938,59.99723
1555573463.33255,62.94791
1555573464.28572,62.94791
1555573465.19201,66.20383
1555573466.11392,65.08173
1555573467.00459,67.3653
1555573467.84838,71.10782
1555573468.7703,65.08173
1555573469.73909,61.93262
1555573470.73914,59.99721
1555573471.75481,59.07419
1555573472.67673,65.08173
1555573473.55177,68.56825
1555573474.44244,67.3653
1555573475.42686,60.94956
1555573476.41128,60.94955
1555573477.38007,61.93262
1555573478.28636,66.20383
1555573479.22391,63.99704
1555573480.16145,63.99704
1555573481.11462,62.94791
1555573482.08341,61.93262
1555573483.03658,62.94789
1555573483.94288,66.20383
1555573484.84917,66.20383
1555573485.78671,63.99704
1555573486.75551,61.93262
1555573487.70868,62.94791
1555573488.66184,62.94791
1555573489.55251,67.3653
1555573490.41193,69.81495
1555573491.30259,67.3653
1555573492.22451,65.08173
1555573493.20893,60.94956
1555573494.0996,67.36528
1555573494.94339,71.10783
1555573495.78717,71.10782
1555573496.74034,62.94791
1555573497.72476,60.94955
1555573498.66231,63.99704
1555573499.52172,69.81495
1555573500.34989,72.44947
1555573501.1468,75.29065
1555573501.99059,71.10782
1555573502.9125,65.08173
1555573503.8813,61.9326
1555573504.80322,65.08173
1555573505.66263,69.81495
1555573506.50642,71.10782
1555573507.41271,66.20383
1555573508.33463,65.08173
1555573509.2878,62.94791
1555573510.17847,67.3653
1555573511.02225,71.10782
1555573511.88167,69.81495
1555573512.74108,69.81495
1555573513.6005,69.81495
1555573514.49117,67.3653
1555573515.35058,69.81495
1555573516.25687,66.20383
1555573517.22567,61.93262
1555573518.17884,62.94791
1555573519.16326,60.94956
1555573520.08517,65.08173
1555573520.94459,69.81495
1555573521.7415,75.29063
1555573522.56966,72.44947
1555573523.42908,69.81495
1555573524.33537,66.20383
1555573525.27291,63.99704
1555573526.24171,61.93262
1555573527.24176,59.99723
1555573528.16367,65.08173
1555573529.03871,68.56825
1555573529.86688,72.44947
1555573530.75754,67.3653
1555573531.67946,65.08173
1555573532.58575,66.20383
1555573533.38267,75.29063
1555573534.16395,76.79644
1555573534.92961,78.36371
1555573535.69527,78.36374
1555573536.46093,78.36371
1555573537.25784,75.29063
1555573538.08601,72.44947
1555573538.9923,66.20383
1555573539.88297,67.3653
1555573540.80488,65.08173
1555573541.67992,68.56825
1555573542.50809,72.44947
1555573543.32063,73.84273
1555573544.11754,75.29065
1555573544.9457,72.44947
1555573545.86762,65.08173
1555573546.82079,62.94789
1555573547.69583,68.56825
1555573548.57087,68.56825
1555573549.38341,73.84275
1555573550.21157,72.44947
1555573551.11786,66.20383
1555573552.05541,63.99704
1555573552.99295,63.99702
1555573553.91487,65.08173
1555573554.75866,71.10782
1555573555.61807,69.81496
1555573556.50874,67.3653
1555573557.43065,65.08172
1555573558.41507,60.94956
1555573559.32137,66.20383
1555573560.25891,63.99704
1555573561.14958,67.3653
1555573562.08712,63.99704
1555573562.97779,67.3653
1555573563.86845,67.3653
1555573564.77474,66.20383
1555573565.64978,68.56825
1555573566.47795,72.44947
1555573567.30611,72.44947
1555573568.10302,75.29063
1555573568.96244,69.81495
1555573569.88436,65.08173
1555573570.80627,65.08173
1555573571.72819,65.08173
1555573572.58761,69.81495
1555573573.38452,75.29063
1555573574.18143,75.29065
1555573574.99397,73.84273
1555573575.86901,68.56825
1555573576.8378,61.93262
1555573577.82222,60.94955
1555573578.77539,62.94791
1555573579.66606,67.3653
1555573580.4786,73.84273
1555573581.27551,75.29065
1555573582.1193,71.10782
1555573583.04122,65.08173
1555573583.99438,62.94789
1555573584.96318,61.93262
1555573585.93197,61.93262
1555573586.85389,65.08173
1555573587.74456,67.3653
1555573588.63522,67.3653
1555573589.54152,66.20383
1555573590.49469,62.94791
1555573591.43223,63.99704
1555573592.30727,68.56825
1555573593.13543,72.44947
1555573593.9636,72.44947
1555573594.82301,69.81495
1555573595.69805,68.56825
1555573596.61997,65.08173
1555573597.52626,66.20383
1555573598.38568,69.81495
1555573599.21384,72.44947
1555573600.042,72.44947
1555573600.82329,76.79644
1555573601.65145,72.44949
1555573602.54212,67.3653
1555573603.43278,67.3653
1555573604.3547,65.08172
1555573605.22974,68.56825
1555573606.04228,73.84275
1555573606.83919,75.29063
1555573607.68298,71.10782
1555573608.57365,67.3653
1555573609.49557,65.08173
1555573610.40186,66.20383
1555573611.29252,67.3653
1555573612.12069,72.44947
1555573612.93322,73.84273
1555573613.80827,68.56825
1555573614.68331,68.56825
1555573615.60522,65.08173
1555573616.52714,65.08173
1555573617.46468,63.99704
1555573618.3866,65.08173
1555573632.19974,76.79646
1555573633.04353,71.10782
1555573633.87169,72.44947
1555573634.68423,73.84273
1555573635.52802,71.10782
1555573636.35618,72.44947
1555573637.13747,76.79644
1555573637.88751,79.99632
1555573638.71567,72.44947
1555573639.59071,68.56825
1555573640.48138,67.3653
1555573641.34079,69.81495
1555573642.15333,73.84273
1555573642.95024,75.29063
1555573643.74715,75.29063
1555573644.59094,71.10783
1555573645.48161,67.3653
1555573646.40352,65.08172
1555573647.30982,66.20383
1555573648.15361,71.10783
1555573648.99739,71.10782
1555573649.87244,68.56825
1555573650.77873,66.20383
1555573651.66939,67.3653
1555573652.49756,72.44947
1555573653.32572,72.44947
1555573654.18514,69.81495
1555573655.10705,65.08173
1555573656.07585,61.93262
1555573656.96651,67.3653
1555573657.8103,71.10782
1555573658.60721,75.29063
1555573659.41975,73.84273
1555573660.27917,69.81495
1555573661.23234,62.94791
1555573662.21676,60.94956
1555573663.20118,60.94956
1555573664.13872,63.99702
1555573665.01376,68.56825
1555573665.81067,75.29065
1555573666.59196,76.79644
1555573667.34199,79.99628
1555573668.0764,81.69836
1555573668.81081,81.69833
1555573669.54522,81.69833
1555573670.29526,79.99628
1555573671.06092,78.36374
1555573671.7797,83.47439
1555573672.51411,81.69833
1555573673.21727,85.3294
1555573673.98293,78.36371
1555573674.85797,68.56825
1555573675.71738,69.81495
1555573676.51429,75.29063
1555573677.34246,72.44949
1555573678.26438,65.08172
1555573679.23317,61.93262
1555573680.21759,60.94956
1555573681.20201,60.94956
1555573682.12393,65.08173
1555573682.99897,68.56825
1555573683.82713,72.44947
1555573684.68655,69.81495
1555573685.57721,67.3653
1555573686.51476,63.99704
1555573687.46793,62.94791
1555573688.38984,65.08173
1555573689.23363,71.10782
1555573690.07742,71.10782
1555573690.96809,67.3653
1555573691.93688,61.93262
1555573692.90568,61.9326
1555573693.8276,65.08173
1555573694.73389,66.20383
1555573695.5933,69.81495
1555573696.43709,71.10782
1555573697.29651,69.81495
1555573698.21842,65.08173
1555573699.15597,63.99704
1555573700.09351,63.99704
1555573700.98418,67.3653
1555573701.81234,72.44947
1555573702.67176,69.81495
1555573703.56242,67.3653
1555573704.51559,62.94791
1555573705.46876,62.94791
1555573706.42193,62.94791
1555573707.29697,68.56825
1555573708.15638,69.81495
1555573709.09393,63.99704
1555573710.0471,62.94791
1555573710.98464,63.99704
1555573711.93781,62.94789
1555573712.8441,66.20383
1555573713.71914,68.56825
1555573714.64106,65.08173
1555573715.60985,61.93262
1555573716.59428,60.94956
1555573717.54744,62.94791
1555573718.43811,67.3653
1555573719.29753,69.81495
1555573720.23507,63.99704
1555573721.25074,59.07418
1555573722.29766,57.31078
1555573723.29771,59.99723
1555573724.18838,67.3653
1555573725.06342,68.56825
1555573725.96971,66.20383
1555573726.96976,59.99721
1555573728.00105,58.17913
1555573728.98547,60.94956
1555573729.89177,66.20383
1555573730.76681,68.56825
1555573731.64185,68.56825
1555573732.56377,65.08173
1555573733.51693,62.94791
1555573734.50135,60.94955
1555573735.42327,65.08173
1555573736.29831,68.56825
1555573737.20461,66.20383
1555573738.15777,62.94791
1555573739.11094,62.94791
1555573740.04849,63.99704
1555573740.98603,63.99704
1555573741.95482,61.93262
1555573742.90799,62.94789
1555573743.82991,65.08173
1555573744.68933,69.81495
1555573745.57999,67.3653
1555573746.50191,65.08173
1555573747.43945,63.99704
1555573748.39262,62.94791
1555573749.37704,60.94956
1555573750.33021,62.94791
1555573751.28338,62.94791
1555573752.2678,60.94955
1555573753.2366,61.93262
1555573754.20539,61.93262
1555573755.09606,67.3653
1555573755.9711,68.56825
1555573756.86177,67.3653
1555573757.81493,62.94791
1555573758.83061,59.07419
1555573759.84628,59.07418
1555573760.78382,63.99704
1555573761.62761,71.10782
1555573762.4714,71.10782
1555573763.34644,68.56825
1555573764.26836,65.08173
1555573765.2059,63.99704
1555573766.14345,63.99704
1555573767.04974,66.20383
1555573767.90915,69.81495
1555573768.72169,73.84273
1555573769.54985,72.44947
1555573770.42489,68.56825
1555573771.33119,66.20383
1555573772.26873,63.99704
1555573773.20627,63.99704
1555573774.08131,68.56825
1555573774.94073,69.81495
1555573775.78452,71.10782
1555573776.67518,67.3653
1555573777.5971,65.08173
1555573778.55027,62.94791
1555573779.53469,60.94956
1555573780.50349,61.93262
1555573781.44103,63.99702
1555573782.3317,67.3653
1555573783.22236,67.3653
1555573784.14428,65.08173
1555573785.09745,62.94791
1555573786.03499,63.99704
1555573786.94128,66.20383
1555573787.89445,62.94791
1555573788.84762,62.94791
1555573789.80079,62.94791
1555573790.73833,63.99702
1555573791.629,67.3653
1555573792.55092,65.08173
1555573793.50409,62.94791
1555573794.45726,62.94791
1555573795.3948,63.99704
1555573796.30109,66.20383
1555573797.19176,67.3653
1555573798.08242,67.3653
1555573799.00434,65.08173
1555573799.87938,68.56825
1555573800.7388,69.81495
1555573801.59821,69.81495
1555573802.442,71.10782
1555573803.36392,65.08173
1555573804.34834,60.94956
1555573805.37964,58.17912
1555573806.30156,65.08173
1555573807.19222,67.3653
1555573808.12976,63.99704
1555573809.03606,66.20383
1555573809.92672,67.3653
1555573810.77051,71.10782
1555573811.66118,67.3653
1555573812.56747,66.20383
1555573813.47376,66.20383
1555573814.33318,69.81495
1555573815.16134,72.44947
1555573816.02076,69.81495
1555573816.88017,69.81495
1555573817.73958,69.81495
1555573818.58337,71.10783
1555573819.39591,73.84273
1555573820.2397,71.10782
1555573821.13037,67.3653
1555573822.03666,66.20383
1555573822.89607,69.81495
1555573823.73986,71.10782
1555573824.64615,66.20383
1555573825.56807,65.08173
1555573826.48999,65.08173
1555573827.33378,71.10782
1555573828.16194,72.44947
1555573829.00573,71.10782
1555573829.91202,66.20383
1555573830.83394,65.08173
1555573831.70898,68.56825
1555573832.53715,72.44947
1555573833.36531,72.44947
1555573834.2716,66.20383
1555573835.19352,65.08173
1555573836.13106,63.99704
1555573837.03735,66.20383
1555573837.89677,69.81495
1555573838.81869,65.08173
1555573839.7406,65.08173
1555573840.66252,65.08173
1555573841.56881,66.20383
1555573842.42823,69.81495
1555573843.33452,66.20383
1555573844.28769,62.94789
1555573845.25648,61.93262
1555573846.20965,62.94791
1555573847.1472,63.99704
1555573848.02224,68.56825
1555573848.86603,71.10782
1555573849.74107,68.56825
1555573850.64736,66.20383
1555573851.5849,63.99704
1555573852.49119,66.20383
1555573853.39749,66.20383
1555573854.39753,59.99723
1555573855.3507,62.94789
1555573856.27262,65.08173
1555573857.14766,68.56825
1555573858.0852,63.99704
1555573859.03837,62.94791
1555573860.00717,61.93262
1555573860.91346,66.20383
1555573861.7885,68.56825
1555573862.71042,65.08173
1555573863.67921,61.93262
1555573864.67926,59.99721
1555573865.63243,62.94791
1555573866.56997,63.99704
1555573867.53877,61.93262
1555573868.52319,60.94956
1555573869.4451,65.08173
1555573870.28889,71.10782
1555573871.22644,63.99704
1555573872.17961,62.94789
1555573873.19528,59.07419
1555573874.1172,65.08173
1555573875.05474,63.99704
1555573876.02353,61.93262
1555573877.00795,60.94956
1555573877.97675,61.9326
1555573878.85179,68.56825
1555573879.78933,63.99704
1555573880.75813,61.93262
1555573881.7113,62.94791
1555573882.60196,67.3653
1555573883.44575,71.10782
1555573884.36767,65.08173
1555573885.33647,61.93262
1555573886.28963,62.94791
1555573887.19593,66.20383
1555573888.18035,60.94955
1555573889.18039,59.99723
1555573890.13356,62.94791
1555573890.99298,69.81495
1555573891.9149,65.08173
1555573892.85244,63.99704
1555573893.80561,62.94791
1555573894.69627,67.3653
1555573895.60257,66.20383
1555573896.55574,62.94789
1555573897.52453,61.93262
1555573898.44645,65.08173
1555573899.32149,68.56825
1555573900.27466,62.94791
1555573901.33721,56.46798
1555573902.3685,58.17912
1555573903.30605,63.99704
1555573904.21234,66.20383
1555573905.13426,65.08173
1555573906.02492,67.3653
1555573906.89996,68.56825
1555573907.775,68.56825
1555573908.6813,66.20383
1555573909.68134,59.99723
1555573910.79077,54.082
1555573911.77519,60.94956
1555573912.69711,65.08173
1555573913.6659,61.93262
1555573914.58782,65.08173
1555573915.50974,65.08173
1555573916.41603,66.20383
1555573917.32232,66.20381
1555573918.24424,65.08173
1555573919.18178,63.99704
1555573920.08807,66.20383
1555573920.94749,69.81495
1555573921.85378,66.20383
1555573922.82258,61.93262
1555573923.807,60.94956
1555573924.74454,63.99704
1555573925.63521,67.3653
1555573926.49462,69.81495
1555573927.36966,68.56825
1555573928.29158,65.08173
1555573929.19787,66.20383
1555573930.07291,68.56825
1555573930.94795,68.56825
1555573931.8855,63.99704
1555573932.91679,58.17912
1555573933.90121,60.94956
1555573934.77626,68.56825
1555573935.68255,66.20383
1555573936.55759,68.56825
1555573937.51076,62.94791
1555573938.37017,69.81495
1555573939.26084,67.3653
1555573940.19838,63.99704
1555573941.15155,62.94791
1555573942.02659,68.56825
1555573942.88601,69.81495
1555573943.7923,66.20383
1555573944.74547,62.94791
1555573945.69864,62.94789
1555573946.5893,67.3653
1555573947.49559,66.20383
1555573948.43314,63.99704
1555573949.41756,60.94956
1555573950.30822,67.3653
1555573951.18326,68.56825
1555573952.10518,65.08173
1555573953.07398,61.93262
1555573953.98027,66.20383
1555573954.90219,65.08173
1555573955.90223,59.99721
1555573956.88665,60.94956
1555573957.83982,62.94791
1555573958.73049,67.3653
1555573959.60553,68.56825
1555573960.5587,62.94791
1555573961.48062,65.08173
1555573962.37128,67.3653
1555573963.26195,67.3653
1555573964.21512,62.94791
1555573965.15266,63.99702
1555573966.09021,63.99704
1555573966.96525,68.56825
1555573967.82466,69.81495
1555573968.71533,67.3653
1555573969.62162,66.20383
1555573970.59041,61.93262
1555573971.48108,67.3653
1555573972.35612,68.56825
1555573973.23116,68.56825
1555573974.18433,62.94791
1555573975.1375,62.94791
1555573976.02817,67.3653
1555573976.96571,63.99704
1555573977.95013,60.94956
1555573979.0283,55.64959
1555573980.01273,60.94956
1555573980.93464,65.08173
1555573981.91906,60.94956
1555573982.93474,59.07418
1555573983.90353,61.93262
1555573984.7942,67.3653
1555573985.68486,67.3653
1555573986.60678,65.08173
1555573987.55995,62.94791
1555573988.48187,65.08173
1555573989.37253,67.3653
1555573990.37258,59.99721
1555573991.38825,59.07419
1555573992.37267,60.94956
1555573993.29459,65.08173
1555573994.20088,66.20383
1555573995.10717,66.20383
1555573996.04472,63.99704
1555573996.90413,69.81495
1555573997.8573,62.94791
1555573998.85735,59.99721
1555573999.85739,59.99723
1555574000.76369,66.20383
1555574001.73248,61.93262
1555574002.7169,60.94956
1555574003.65445,63.99702
1555574004.51386,69.81496
1555574005.46703,62.94789
1555574006.4202,62.94791
1555574007.40462,60.94956
1555574008.26403,69.81495
1555574009.18595,65.08173
1555574010.15475,61.93262
1555574011.10792,62.94791
1555574011.99858,67.3653
1555574012.858,69.81495
1555574013.71741,69.81495
1555574014.63933,65.08173
1555574015.49874,69.81495
1555574016.29566,75.29063
1555574017.12382,72.44947
1555574018.01449,67.3653
1555574018.9364,65.08173
1555574019.79582,69.81495
1555574020.65523,69.81495
1555574021.56152,66.20383
1555574022.49907,63.99704
1555574023.38973,67.3653
1555574024.2179,72.44947
1555574025.09294,68.56825
1555574026.01486,65.08173
1555574026.87427,69.81495
1555574027.73369,69.81495
1555574028.67123,63.99704
1555574029.64002,61.93262
1555574030.59319,62.94791
1555574031.48386,67.3653
1555574032.32765,71.10782
1555574033.23394,66.20383
1555574034.17148,63.99704
1555574035.14028,61.9326
1555574036.01532,68.56825
1555574036.87473,69.81495
1555574037.79665,65.08173
1555574038.76545,61.93262
1555574039.71862,62.94791
1555574040.62491,66.20383
1555574041.54682,65.08173
1555574042.48437,63.99704
1555574043.46879,60.94956
1555574044.45321,60.94955
1555574045.34388,67.3653
1555574046.21892,68.56825
1555574047.14083,65.08173
1555574048.07838,63.99704
1555574048.95342,68.56825
1555574049.78158,72.44947
1555574050.57849,75.29063
1555574051.45353,68.56825
1555574052.42233,61.93262
1555574053.35987,63.99704
1555574054.26616,66.20383
1555574055.12558,69.81495
1555574056.0475,65.08173
1555574057.01629,61.93262
1555574057.98509,61.93262
1555574058.86013,68.56825
1555574059.73517,68.56825
1555574060.67271,63.99704
1555574061.64151,61.9326
1555574062.57905,63.99704
1555574063.48534,66.20383
1555574064.37601,67.3653
1555574065.2823,66.20383
1555574066.21984,63.99704
