TS_Machine,gsr
1555573104.337,1.28
1555573104.587,1.276157
1555573104.837,1.281281
1555573105.087,1.281281
1555573105.337,1.274876
1555573105.587,1.274876
1555573105.837,1.278719
1555573106.087,1.277438
1555573106.337,1.276157
1555573106.587,1.277438
1555573106.837,1.277438
1555573107.087,1.274876
1555573107.337,1.273596
1555573107.587,1.276157
1555573107.837,1.273596
1555573108.087,1.272315
1555573108.337,1.274876
1555573108.587,1.272315
1555573108.837,1.269753
1555573109.087,1.269753
1555573109.337,1.271034
1555573109.587,1.268472
1555573109.837,1.269753
1555573110.087,1.273596
1555573110.337,1.268472
1555573110.587,1.264629
1555573110.837,1.26591
1555573111.087,1.267191
1555573111.337,1.268472
1555573111.587,1.264629
1555573111.837,1.26591
1555573112.087,1.26591
1555573112.337,1.264629
1555573112.587,1.259505
1555573112.837,1.263348
1555573113.087,1.263348
1555573113.337,1.260786
1555573113.587,1.260786
1555573113.837,1.259505
1555573114.087,1.258224
1555573114.337,1.258224
1555573114.587,1.256943
1555573114.837,1.260786
1555573115.087,1.260786
1555573115.337,1.255662
1555573115.587,1.256943
1555573115.837,1.254381
1555573116.087,1.254381
1555573116.337,1.251819
1555573116.587,1.254381
1555573116.837,1.254381
1555573117.087,1.251819
1555573117.337,1.251819
1555573117.587,1.251819
1555573117.837,1.250539
1555573118.087,1.249258
1555573118.337,1.249258
1555573118.587,1.250539
1555573118.837,1.249258
1555573119.087,1.249258
1555573119.337,1.247977
1555573119.587,1.247977
1555573119.837,1.246696
1555573120.087,1.247977
1555573120.337,1.246696
1555573120.587,1.242853
1555573120.837,1.244134
1555573121.087,1.242853
1555573121.337,1.242853
1555573121.587,1.240291
1555573121.837,1.241572
1555573122.087,1.240291
1555573122.337,1.23901
1555573122.587,1.213391
1555573122.837,1.237729
1555573123.087,1.233886
1555573123.337,1.230043
1555573123.587,1.235167
1555573123.837,1.228763
1555573124.087,1.230043
1555573124.337,1.123725
1555573124.587,0.9969113
1555573124.837,1.227481
1555573125.087,1.230043
1555573125.337,1.235167
1555573125.587,1.201863
1555573125.837,1.139096
1555573126.087,1.233886
1555573126.337,1.236448
1555573126.587,1.236448
1555573126.837,1.236448
1555573127.087,1.217234
1555573127.337,1.210829
1555573127.587,1.186491
1555573127.837,1.217234
1555573128.087,1.23901
1555573128.337,1.241572
1555573128.587,1.218515
1555573128.837,1.237729
1555573129.087,1.214672
1555573129.337,1.235167
1555573129.587,1.217234
1555573129.837,1.201863
1555573130.087,0.98154
1555573130.337,1.09042
1555573130.587,1.226201
1555573130.837,1.215953
1555573131.087,1.231324
1555573131.337,1.226201
1555573131.587,1.226201
1555573131.837,1.148063
1555573132.087,1.214672
1555573132.337,1.223639
1555573132.587,1.22492
1555573132.837,1.227481
1555573133.087,1.22492
1555573133.337,1.221077
1555573133.587,1.22492
1555573133.837,1.228763
1555573134.087,1.22492
1555573134.337,1.226201
1555573134.587,1.227481
1555573134.837,1.227481
1555573135.087,1.230043
1555573135.337,1.231324
1555573135.587,1.232605
1555573135.837,1.231324
1555573136.087,1.230043
1555573136.337,1.230043
1555573136.587,1.231324
1555573136.837,1.228763
1555573137.087,1.230043
1555573137.337,1.230043
1555573137.587,1.226201
1555573137.837,1.227481
1555573138.087,1.227481
1555573138.337,1.227481
1555573138.587,1.223639
1555573138.837,1.22492
1555573139.087,1.223639
1555573139.337,1.219796
1555573139.587,1.222358
1555573139.837,1.223639
1555573140.087,1.222358
1555573140.337,1.217234
1555573140.587,1.218515
1555573140.837,1.221077
1555573141.087,1.217234
1555573141.337,1.215953
1555573141.587,1.218515
1555573141.837,1.215953
1555573142.087,1.217234
1555573142.337,1.218515
1555573142.587,1.217234
1555573142.837,1.214672
1555573143.087,1.21211
1555573143.337,1.21211
1555573143.587,1.214672
1555573143.837,1.210829
1555573144.087,1.210829
1555573144.337,1.21211
1555573144.587,1.21211
1555573144.837,1.206986
1555573145.087,1.206986
1555573145.337,1.209548
1555573145.587,1.210829
1555573145.837,1.203144
1555573146.087,1.206986
1555573146.337,1.209548
1555573146.587,1.210829
1555573146.837,1.204425
1555573147.087,1.204425
1555573147.337,1.206986
1555573147.587,1.204425
1555573147.837,1.201863
1555573148.087,1.204425
1555573148.337,1.204425
1555573148.587,1.201863
1555573148.837,1.199301
1555573149.087,1.201863
1555573149.337,1.201863
1555573149.587,1.200582
1555573149.837,1.200582
1555573150.087,1.200582
1555573150.337,1.19802
1555573150.587,1.199301
1555573150.837,1.19802
1555573151.087,1.200582
1555573151.337,1.194177
1555573151.587,1.196739
1555573151.837,1.195458
1555573152.087,1.196739
1555573152.337,1.196739
1555573152.587,1.199301
1555573152.837,1.200582
1555573153.087,1.192896
1555573153.337,1.196739
1555573153.587,1.194177
1555573154.087,1.191615
1555573153.837,1.192896
1555573154.337,1.189053
1555573154.587,1.190334
1555573154.837,1.189053
1555573155.087,1.189053
1555573155.337,1.191615
1555573155.587,1.189053
1555573155.837,1.18521
1555573156.087,1.186491
1555573156.337,1.187772
1555573156.587,1.189053
1555573156.837,1.186491
1555573157.087,1.189053
1555573157.337,1.189053
1555573157.587,1.186491
1555573157.837,1.183929
1555573158.087,1.189053
1555573158.337,1.186491
1555573158.587,1.18521
1555573158.837,1.186491
1555573159.087,1.18521
1555573159.337,1.18521
1555573159.587,1.182648
1555573159.837,1.18521
1555573160.087,1.181368
1555573160.337,1.183929
1555573160.587,1.182648
1555573160.837,1.186491
1555573161.087,1.182648
1555573161.337,1.182648
1555573161.587,1.18521
1555573161.837,1.181368
1555573162.087,1.181368
1555573162.337,1.180086
1555573162.587,1.181368
1555573162.837,1.182648
1555573163.087,1.180086
1555573163.337,1.180086
1555573163.587,1.181368
1555573163.837,1.174963
1555573164.087,1.177525
1555573164.337,1.180086
1555573164.587,1.176244
1555573164.837,1.176244
1555573165.087,1.178806
1555573165.337,1.180086
1555573165.587,1.177525
1555573165.837,1.176244
1555573166.087,1.176244
1555573166.337,1.177525
1555573166.587,1.173682
1555573166.837,1.173682
1555573167.087,1.174963
1555573167.337,1.172401
1555573167.587,1.176244
1555573167.837,1.17112
1555573168.087,1.176244
1555573168.337,1.168558
1555573168.587,1.17112
1555573168.837,1.169839
1555573169.087,1.17112
1555573169.337,1.167277
1555573169.587,1.169839
1555573169.837,1.187772
1555573170.087,1.169839
1555573170.337,1.169839
1555573170.587,1.168558
1555573170.837,1.165996
1555573171.087,1.165996
1555573171.337,1.168558
1555573171.587,1.168558
1555573171.837,1.165996
1555573172.087,1.164715
1555573172.337,1.167277
1555573172.587,1.167277
1555573172.837,1.163434
1555573173.087,1.165996
1555573173.337,1.162153
1555573173.587,1.160872
1555573173.837,1.160872
1555573174.087,1.163434
1555573174.337,1.160872
1555573174.587,1.162153
1555573174.837,1.159591
1555573175.087,1.163434
1555573175.337,1.162153
1555573175.587,1.159591
1555573175.837,1.160872
1555573176.087,1.159591
1555573176.337,1.15703
1555573176.587,1.15703
1555573176.837,1.160872
1555573177.087,1.159591
1555573177.337,1.15703
1555573177.587,1.155749
1555573177.837,1.155749
1555573178.087,1.154468
1555573178.337,1.155749
1555573178.587,1.15703
1555573178.837,1.154468
1555573179.087,1.153187
1555573179.337,1.15703
1555573179.587,1.154468
1555573179.837,1.154468
1555573180.087,1.151906
1555573180.337,1.151906
1555573180.587,1.153187
1555573180.837,1.149344
1555573181.087,1.150625
1555573181.337,1.153187
1555573181.587,1.149344
1555573181.837,1.150625
1555573182.087,1.151906
1555573182.337,1.149344
1555573182.587,1.146782
1555573182.837,1.150625
1555573183.087,1.148063
1555573183.337,1.146782
1555573183.587,1.145501
1555573183.837,1.149344
1555573184.087,1.146782
1555573184.337,1.142939
1555573184.587,1.14422
1555573184.837,1.145501
1555573185.087,1.142939
1555573185.337,1.14422
1555573185.587,1.140377
1555573185.837,1.142939
1555573186.087,1.141658
1555573186.337,1.14422
1555573186.587,1.145501
1555573186.837,1.142939
1555573187.087,1.137815
1555573187.337,1.142939
1555573187.587,1.141658
1555573187.837,1.139096
1555573188.087,1.137815
1555573188.337,1.139096
1555573188.587,1.139096
1555573188.837,1.135253
1555573189.087,1.140377
1555573189.337,1.139096
1555573189.587,1.137815
1555573189.837,1.133973
1555573190.087,1.136534
1555573190.337,1.136534
1555573190.587,1.132692
1555573190.837,1.135253
1555573191.087,1.133973
1555573191.587,1.13013
1555573191.337,1.131411
1555573191.837,1.132692
1555573192.087,1.133973
1555573192.337,1.132692
1555573192.587,1.131411
1555573192.837,1.131411
1555573193.087,1.131411
1555573193.337,1.127568
1555573193.587,1.13013
1555573193.837,1.132692
1555573194.087,1.127568
1555573194.337,1.128849
1555573194.587,1.128849
1555573194.837,1.127568
1555573195.087,1.127568
1555573195.337,1.125006
1555573195.587,1.126287
1555573195.837,1.123725
1555573196.087,1.125006
1555573196.337,1.127568
1555573196.587,1.125006
1555573196.837,1.122444
1555573197.087,1.122444
1555573197.337,1.123725
1555573197.587,1.123725
1555573197.837,1.123725
1555573198.087,1.119882
1555573198.337,1.119882
1555573198.587,1.125006
1555573198.837,1.119882
1555573199.087,1.122444
1555573199.337,1.121163
1555573199.587,1.121163
1555573199.837,1.119882
1555573200.087,1.119882
1555573200.337,1.121163
1555573200.587,1.11732
1555573200.837,1.114758
1555573201.087,1.119882
1555573201.337,1.122444
1555573201.587,1.116039
1555573201.837,1.114758
1555573202.087,1.118601
1555573202.337,1.11732
1555573202.587,1.11732
1555573202.837,1.114758
1555573203.087,1.11732
1555573203.337,1.113477
1555573203.587,1.113477
1555573203.837,1.11732
1555573204.087,1.114758
1555573204.337,1.113477
1555573204.587,1.110916
1555573204.837,1.113477
1555573205.087,1.114758
1555573205.337,1.112196
1555573205.587,1.114758
1555573205.837,1.112196
1555573206.087,1.110916
1555573206.337,1.108354
1555573206.587,1.112196
1555573206.837,1.112196
1555573207.087,1.108354
1555573207.337,1.107073
1555573207.587,1.108354
1555573207.837,1.110916
1555573208.087,1.108354
1555573208.337,1.108354
1555573208.587,1.107073
1555573208.837,1.107073
1555573209.087,1.104511
1555573209.337,1.108354
1555573209.587,1.110916
1555573209.837,1.107073
1555573210.087,1.104511
1555573210.337,1.107073
1555573210.587,1.108354
1555573210.837,1.107073
1555573211.087,1.107073
1555573211.337,1.104511
1555573211.587,1.104511
1555573211.837,1.101949
1555573212.087,1.105792
1555573212.337,1.104511
1555573212.587,1.105792
1555573212.837,1.10323
1555573213.087,1.101949
1555573213.337,1.10323
1555573213.587,1.104511
1555573213.837,1.100668
1555573214.087,1.101949
1555573214.337,1.10323
1555573214.587,1.100668
1555573214.837,1.099387
1555573215.087,1.10323
1555573215.337,1.099387
1555573215.587,1.100668
1555573215.837,1.100668
1555573216.087,1.101949
1555573216.337,1.100668
1555573216.587,1.096825
1555573216.837,1.095544
1555573217.087,1.099387
1555573217.337,1.098106
1555573217.587,1.095544
1555573217.837,1.096825
1555573218.087,1.098106
1555573218.337,1.096825
1555573218.587,1.096825
1555573218.837,1.094263
1555573219.087,1.095544
1555573219.337,1.096825
1555573219.587,1.092982
1555573219.837,1.094263
1555573220.087,1.092982
1555573220.337,1.092982
1555573220.587,1.092982
1555573220.837,1.092982
1555573221.087,1.094263
1555573221.337,1.09042
1555573221.587,1.09042
1555573221.837,1.09042
1555573222.087,1.092982
1555573222.337,1.089139
1555573222.587,1.086578
1555573222.837,1.092982
1555573223.087,1.091701
1555573223.337,1.089139
1555573223.587,1.087858
1555573223.837,1.089139
1555573224.087,1.09042
1555573224.337,1.086578
1555573224.587,1.087858
1555573224.837,1.087858
1555573225.087,1.086578
1555573225.337,1.085297
1555573225.587,1.084016
1555573225.837,1.089139
1555573226.087,1.082735
1555573226.337,1.084016
1555573226.587,1.082735
1555573226.837,1.086578
1555573227.087,1.082735
1555573227.337,1.082735
1555573227.587,1.084016
1555573227.837,1.082735
1555573228.087,1.081454
1555573228.337,1.084016
1555573228.587,1.082735
1555573228.837,1.080173
1555573229.087,1.078892
1555573229.337,1.080173
1555573229.587,1.082735
1555573229.837,1.077611
1555573230.087,1.080173
1555573230.337,1.078892
1555573230.587,1.07633
1555573230.837,1.075049
1555573231.087,1.077611
1555573231.337,1.078892
1555573231.587,1.078892
1555573231.837,1.07633
1555573232.087,1.081454
1555573232.337,1.080173
1555573232.587,1.07633
1555573232.837,1.07633
1555573233.087,1.078892
1555573233.337,1.075049
1555573233.587,1.077611
1555573233.837,1.07633
1555573234.087,1.078892
1555573234.337,1.080173
1555573234.587,1.075049
1555573234.837,1.073768
1555573235.087,1.075049
1555573235.337,1.07633
1555573235.587,1.072487
1555573235.837,1.07633
1555573236.087,1.07633
1555573236.337,1.075049
1555573236.587,1.069925
1555573236.837,1.072487
1555573237.087,1.073768
1555573237.337,1.071206
1555573237.587,1.069925
1555573237.837,1.072487
1555573238.087,1.073768
1555573238.337,1.068644
1555573238.587,1.069925
1555573238.837,1.071206
1555573239.087,1.068644
1555573239.337,1.068644
1555573239.587,1.068644
1555573239.837,1.071206
1555573240.087,1.068644
1555573240.337,1.066082
1555573240.587,1.068644
1555573240.837,1.069925
1555573241.087,1.066082
1555573241.337,1.067363
1555573241.587,1.067363
1555573241.837,1.066082
1555573242.087,1.064801
1555573242.337,1.067363
1555573242.587,1.066082
1555573242.837,1.067363
1555573243.087,1.063521
1555573243.337,1.063521
1555573243.587,1.067363
1555573243.837,1.063521
1555573244.087,1.064801
1555573244.337,1.063521
1555573244.587,1.060959
1555573244.837,1.060959
1555573245.087,1.063521
1555573245.337,1.06224
1555573245.587,1.060959
1555573245.837,1.06224
1555573246.087,1.06224
1555573246.337,1.064801
1555573246.587,1.060959
1555573246.837,1.06224
1555573247.087,1.063521
1555573247.337,1.060959
1555573247.587,1.059678
1555573247.837,1.063521
1555573248.087,1.060959
1555573248.337,1.058397
1555573248.587,1.059678
1555573248.837,1.059678
1555573249.087,1.063521
1555573249.337,1.057116
1555573249.587,1.057116
1555573249.837,1.059678
1555573250.087,1.059678
1555573250.337,1.055835
1555573250.587,1.059678
1555573250.837,1.059678
1555573251.087,1.055835
1555573251.337,1.054554
1555573251.587,1.057116
1555573251.837,1.055835
1555573252.087,1.053273
1555573252.337,1.053273
1555573252.587,1.055835
1555573252.837,1.055835
1555573253.087,1.054554
1555573253.337,1.057116
1555573253.587,1.055835
1555573253.837,1.051992
1555573254.087,1.04943
1555573254.337,1.050711
1555573254.587,1.050711
1555573254.837,1.050711
1555573255.087,1.050711
1555573255.337,1.053273
1555573255.587,1.04943
1555573255.837,1.046868
1555573256.087,1.04943
1555573256.337,1.046868
1555573256.587,1.050711
1555573256.837,1.045587
1555573257.087,1.048149
1555573257.337,1.051992
1555573257.587,1.050711
1555573257.837,1.044306
1555573258.087,1.048149
1555573258.337,1.04943
1555573258.587,1.046868
1555573258.837,1.048149
1555573259.087,1.050711
1555573259.337,1.048149
1555573259.587,1.046868
1555573259.837,1.045587
1555573260.087,1.046868
1555573260.337,1.045587
1555573260.587,1.043025
1555573260.837,1.044306
1555573261.087,1.046868
1555573261.337,1.045587
1555573261.587,1.039183
1555573261.837,1.043025
1555573262.087,1.041744
1555573262.337,1.041744
1555573262.587,1.044306
1555573262.837,1.045587
1555573263.087,1.043025
1555573263.337,1.043025
1555573263.587,1.041744
1555573263.837,1.041744
1555573264.087,1.041744
1555573264.337,1.043025
1555573264.587,1.044306
1555573264.837,1.045587
1555573265.087,1.043025
1555573265.337,1.040463
1555573265.587,1.043025
1555573265.837,1.041744
1555573266.087,1.043025
1555573266.337,1.039183
1555573266.587,1.041744
1555573266.837,1.041744
1555573267.087,1.041744
1555573267.337,1.043025
1555573267.587,1.045587
1555573267.837,1.040463
1555573268.087,1.041744
1555573268.337,1.040463
1555573268.587,1.043025
1555573268.837,1.03534
1555573269.087,1.040463
1555573269.337,1.041744
1555573269.587,1.039183
1555573269.837,1.03534
1555573270.087,1.041744
1555573270.337,1.039183
1555573270.587,1.040463
1555573270.837,1.034059
1555573271.087,1.039183
1555573271.337,1.040463
1555573271.587,1.03534
1555573271.837,1.036621
1555573272.087,1.037902
1555573272.337,1.032778
1555573272.587,1.031497
1555573272.837,1.03534
1555573273.087,1.036621
1555573273.337,1.032778
1555573273.587,1.031497
1555573273.837,1.031497
1555573274.087,1.03534
1555573274.337,1.031497
1555573274.587,1.032778
1555573274.837,1.034059
1555573275.087,1.032778
1555573275.337,1.034059
1555573275.587,1.03534
1555573275.837,1.034059
1555573276.087,1.034059
1555573276.337,1.030216
1555573276.587,1.032778
1555573276.837,1.031497
1555573277.087,1.031497
1555573277.337,1.032778
1555573277.587,1.032778
1555573277.837,1.028935
1555573278.087,1.027654
1555573278.337,1.034059
1555573278.587,1.034059
1555573278.837,1.027654
1555573279.087,1.027654
1555573279.337,1.030216
1555573279.587,1.028935
1555573279.837,1.027654
1555573280.087,1.028935
1555573280.337,1.028935
1555573280.587,1.026373
1555573280.837,1.025092
1555573281.087,1.030216
1555573281.337,1.027654
1555573281.587,1.023811
1555573281.837,1.027654
1555573282.087,1.027654
1555573282.337,1.02253
1555573282.587,1.025092
1555573282.837,1.026373
1555573283.087,1.030216
1555573283.337,1.02253
1555573283.587,1.025092
1555573283.837,1.023811
1555573284.087,1.02253
1555573284.337,1.02253
1555573284.587,1.023811
1555573284.837,1.025092
1555573285.087,1.02253
1555573285.337,1.025092
1555573285.587,1.023811
1555573285.837,1.023811
1555573286.087,1.019968
1555573286.337,1.021249
1555573286.587,1.025092
1555573286.837,1.02253
1555573287.087,1.018687
1555573287.337,1.02253
1555573287.587,1.021249
1555573287.837,1.018687
1555573288.087,1.017406
1555573288.337,1.021249
1555573288.587,1.023811
1555573288.837,1.014845
1555573289.087,1.017406
1555573289.337,1.019968
1555573289.587,1.021249
1555573289.837,1.014845
1555573290.087,1.017406
1555573290.337,1.018687
1555573290.587,1.017406
1555573290.837,1.017406
1555573291.087,1.018687
1555573291.337,1.018687
1555573291.587,1.013564
1555573291.837,1.016126
1555573292.087,1.017406
1555573292.337,1.019968
1555573292.587,1.013564
1555573292.837,1.013564
1555573293.087,1.014845
1555573293.337,1.013564
1555573293.587,1.012283
1555573293.837,1.016126
1555573294.087,1.013564
1555573294.337,1.013564
1555573294.587,1.012283
1555573294.837,1.016126
1555573295.087,1.016126
1555573295.337,1.013564
1555573295.587,1.013564
1555573295.837,1.016126
1555573296.087,1.013564
1555573296.337,1.009721
1555573296.587,1.009721
1555573296.837,1.012283
1555573297.087,1.011002
1555573297.337,1.00844
1555573297.587,1.009721
1555573297.837,1.011002
1555573298.087,1.009721
1555573298.337,1.007159
1555573298.587,1.009721
1555573298.837,1.011002
1555573299.087,1.007159
1555573299.337,1.005878
1555573299.587,1.00844
1555573299.837,1.007159
1555573300.087,1.005878
1555573300.337,1.003316
1555573300.587,1.009721
1555573300.837,1.00844
1555573301.087,1.007159
1555573301.337,1.007159
1555573301.587,1.005878
1555573301.837,1.005878
1555573302.087,1.004597
1555573302.337,1.007159
1555573302.587,1.004597
1555573302.837,1.002035
1555573303.087,1.003316
1555573303.337,1.005878
1555573303.587,1.007159
1555573303.837,1.002035
1555573304.087,1.004597
1555573304.337,1.002035
1555573304.587,1.003316
1555573304.837,1.000754
1555573305.087,1.000754
1555573305.337,0.9994733
1555573305.587,1.002035
1555573305.837,0.9994733
1555573306.087,1.000754
1555573306.337,1.003316
1555573306.587,1.000754
1555573306.837,0.9981923
1555573307.087,1.002035
1555573307.337,1.003316
1555573307.587,0.9969113
1555573307.837,0.9981923
1555573308.087,0.9994733
1555573308.337,0.9994733
1555573308.587,0.9969113
1555573308.837,0.9994733
1555573309.087,1.002035
1555573309.337,0.9969113
1555573309.587,0.9969113
1555573309.837,0.9981923
1555573310.087,0.9981923
1555573310.337,0.9956304
1555573310.587,0.9943495
1555573310.837,0.9956304
1555573311.087,0.9981923
1555573311.337,0.9930685
1555573311.587,0.9956304
1555573311.837,0.9956304
1555573312.087,0.9969113
1555573312.337,0.9956304
1555573312.587,0.9969113
1555573312.837,0.9956304
1555573313.087,0.9930685
1555573313.337,0.9930685
1555573313.587,0.9930685
1555573313.837,0.9956304
1555573314.087,0.9930685
1555573314.337,0.9917876
1555573314.587,0.9917876
1555573314.837,0.9956304
1555573315.087,0.9905066
1555573315.337,0.9905066
1555573315.587,0.9917876
1555573315.837,0.9892257
1555573316.087,0.9879447
1555573316.337,0.9917876
1555573316.587,0.9917876
1555573316.837,0.9853829
1555573317.087,0.9892257
1555573317.337,0.9905066
1555573317.587,0.9905066
1555573317.837,0.9866638
1555573318.087,0.9905066
1555573318.337,0.9905066
1555573318.587,0.9917876
1555573318.837,0.9866638
1555573319.087,0.9866638
1555573319.337,0.9879447
1555573319.587,0.9892257
1555573319.837,0.9853829
1555573320.087,0.9841019
1555573320.337,0.9879447
1555573320.587,0.9917876
1555573320.837,0.9879447
1555573321.087,0.9866638
1555573321.337,0.9879447
1555573321.587,0.9853829
1555573321.837,0.9853829
1555573322.087,0.9879447
1555573322.337,0.9853829
1555573322.587,0.9841019
1555573322.837,0.982821
1555573323.087,0.9841019
1555573323.337,0.9866638
1555573323.587,0.982821
1555573323.837,0.98154
1555573324.087,0.982821
1555573324.337,0.9866638
1555573324.587,0.9789781
1555573324.837,0.9841019
1555573325.087,0.9841019
1555573325.337,0.9866638
1555573325.587,0.9841019
1555573325.837,0.9853829
1555573326.087,0.9841019
1555573326.337,0.982821
1555573326.587,0.982821
1555573326.837,0.982821
1555573327.087,0.98154
1555573327.337,0.9776972
1555573327.587,0.9789781
1555573327.837,0.9841019
1555573328.087,0.982821
1555573328.337,0.98154
1555573328.587,0.982821
1555573328.837,0.98154
1555573329.087,0.9802591
1555573329.337,0.9994733
1555573329.587,0.9789781
1555573329.837,0.9802591
1555573330.087,0.9764162
1555573330.337,0.9789781
1555573330.587,0.9789781
1555573330.837,0.9789781
1555573331.087,0.9751353
1555573331.337,0.9789781
1555573331.587,0.9751353
1555573331.837,0.9789781
1555573332.087,0.9764162
1555573332.337,0.9751353
1555573332.587,0.9776972
1555573332.837,0.9725734
1555573333.087,0.9751353
1555573333.337,0.9764162
1555573333.587,0.9789781
1555573333.837,0.9700115
1555573334.087,0.9712924
1555573334.337,0.9751353
1555573334.587,0.9738544
1555573334.837,0.9700115
1555573335.087,0.9725734
1555573335.337,0.9738544
1555573335.587,0.9712924
1555573335.837,0.9700115
1555573336.087,0.9725734
1555573336.337,0.9712924
1555573336.587,0.9712924
1555573336.837,0.9712924
1555573337.087,0.9712924
1555573337.337,0.9738544
1555573337.587,0.9687306
1555573337.837,0.9687306
1555573338.087,0.9700115
1555573338.337,0.9712924
1555573338.587,0.9661686
1555573338.837,0.9687306
1555573339.087,0.9725734
1555573339.337,0.9712924
1555573339.587,0.9687306
1555573339.837,0.9712924
1555573340.087,0.9712924
1555573340.337,0.9687306
1555573340.587,0.9674496
1555573340.837,0.9674496
1555573341.087,0.9648877
1555573341.337,0.9661686
1555573341.587,0.9648877
1555573341.837,0.9661686
1555573342.087,0.9648877
1555573342.337,0.9661686
1555573342.587,0.9661686
1555573342.837,0.9674496
1555573343.087,0.9661686
1555573343.337,0.9610449
1555573343.587,0.9597639
1555573343.837,0.9610449
1555573344.087,0.9636068
1555573344.337,0.9610449
1555573344.587,0.9648877
1555573344.837,0.9636068
1555573345.087,0.9610449
1555573345.337,0.9597639
1555573345.587,0.9623258
1555573345.837,0.9636068
1555573346.087,0.9597639
1555573346.337,0.9597639
1555573346.587,0.958483
1555573346.837,0.9597639
1555573347.087,0.9610449
1555573347.337,0.9597639
1555573347.587,0.9610449
1555573347.837,0.9597639
1555573348.087,0.9559211
1555573348.337,0.9559211
1555573348.587,0.9572021
1555573348.837,0.9572021
1555573349.087,0.9533592
1555573349.337,0.9559211
1555573349.587,0.9572021
1555573349.837,0.958483
1555573350.087,0.9533592
1555573350.337,0.9546402
1555573350.587,0.9559211
1555573350.837,0.9546402
1555573351.087,0.9507973
1555573351.337,0.9546402
1555573351.587,0.9546402
1555573351.837,0.9572021
1555573352.087,0.9482355
1555573352.337,0.9533592
1555573352.587,0.9533592
1555573352.837,0.9533592
1555573353.087,0.9495164
1555573353.337,0.9546402
1555573353.587,0.9533592
1555573353.837,0.9495164
1555573354.087,0.9495164
1555573354.337,0.9546402
1555573354.587,0.9546402
1555573354.837,0.9482355
1555573355.087,0.9482355
1555573355.337,0.9533592
1555573355.587,0.9533592
1555573355.837,0.9469545
1555573356.087,0.9507973
1555573356.337,0.9507973
1555573356.587,0.9507973
1555573356.837,0.9482355
1555573357.087,0.9482355
1555573357.337,0.9507973
1555573357.587,0.9469545
1555573357.837,0.9456735
1555573358.087,0.9443926
1555573358.337,0.9482355
1555573358.587,0.9482355
1555573358.837,0.9520783
1555573359.087,0.9443926
1555573359.337,0.9456735
1555573359.587,0.9469545
1555573359.837,0.9456735
1555573360.087,0.9418307
1555573360.337,0.9405497
1555573360.587,0.9418307
1555573360.837,0.9469545
1555573361.087,0.9431117
1555573361.337,0.9392688
