TS_Machine,ax,ay,az
1555570889.04405,-47,28,-36
1555570889.0753,-47,28,-36
1555570889.10655,-47,28,-37
1555570889.1378,-47,28,-37
1555570889.16905,-47,28,-37
1555570889.20031,-47,28,-36
1555570889.23156,-47,28,-37
1555570889.26281,-47,28,-37
1555570889.29406,-47,27,-37
1555570889.32531,-47,27,-37
1555570889.35656,-46,27,-36
1555570889.38782,-47,29,-37
1555570889.41907,-46,28,-36
1555570889.45032,-47,27,-36
1555570889.48157,-47,28,-36
1555570889.51282,-47,28,-37
1555570889.54407,-47,28,-37
1555570889.57532,-47,27,-37
1555570889.60658,-47,28,-37
1555570889.63783,-47,28,-37
1555570889.66908,-47,28,-37
1555570889.70033,-47,28,-37
1555570889.73158,-47,27,-37
1555570889.76283,-47,28,-37
1555570889.79408,-47,28,-37
1555570889.82534,-47,28,-37
1555570889.85659,-47,27,-37
1555570889.88784,-47,28,-37
1555570889.91909,-47,28,-36
1555570889.95034,-47,28,-37
1555570889.98159,-47,28,-37
1555570890.01284,-47,28,-37
1555570890.0441,-46,28,-37
1555570890.07535,-47,28,-37
1555570890.1066,-47,27,-37
1555570890.13785,-47,27,-37
1555570890.1691,-47,27,-37
1555570890.20035,-47,27,-37
1555570890.2316,-47,28,-37
1555570890.26286,-47,28,-37
1555570890.29411,-46,29,-37
1555570890.32536,-46,28,-37
1555570890.35661,-46,28,-37
1555570890.38786,-47,28,-37
1555570890.41911,-47,27,-37
1555570890.45036,-46,27,-37
1555570890.48162,-47,27,-38
1555570890.51287,-47,27,-37
1555570890.54412,-46,27,-37
1555570890.57537,-46,28,-37
1555570890.60662,-46,29,-37
1555570890.63787,-46,28,-37
1555570890.66912,-46,28,-37
1555570890.70038,-46,28,-37
1555570890.73163,-46,28,-37
1555570890.76288,-46,27,-38
1555570890.79413,-47,27,-38
1555570890.82538,-46,27,-37
1555570890.85663,-46,27,-37
1555570890.88788,-46,28,-38
1555570890.91914,-46,28,-38
1555570890.95039,-46,28,-38
1555570890.98164,-46,28,-37
1555570891.01289,-46,28,-38
1555570891.04414,-46,27,-38
1555570891.07539,-46,27,-38
1555570891.10664,-47,27,-38
1555570891.1379,-46,27,-37
1555570891.16915,-46,27,-37
1555570891.2004,-46,28,-38
1555570891.23165,-46,28,-37
1555570891.2629,-47,28,-38
1555570891.29415,-46,27,-38
1555570891.3254,-46,27,-38
1555570891.35666,-46,27,-37
1555570891.38791,-46,27,-37
1555570891.41916,-46,27,-38
1555570891.45041,-47,27,-38
1555570891.48166,-46,27,-38
1555570891.51291,-46,27,-37
1555570891.54416,-46,27,-37
1555570891.57542,-46,27,-37
1555570891.60667,-47,28,-37
1555570891.63792,-47,27,-37
1555570891.66917,-46,28,-37
1555570891.70042,-46,27,-37
1555570891.73167,-47,27,-37
1555570891.76293,-47,27,-37
1555570891.79418,-47,27,-38
1555570891.82543,-46,27,-37
1555570891.85668,-46,27,-38
1555570891.88793,-46,27,-38
1555570891.91918,-46,27,-38
1555570891.95043,-47,28,-38
1555570891.98169,-47,27,-38
1555570892.01294,-46,27,-37
1555570892.04419,-46,28,-38
1555570892.07544,-46,28,-38
1555570892.10669,-46,27,-37
1555570892.13794,-47,27,-38
1555570892.16919,-46,28,-37
1555570892.20045,-46,28,-38
1555570892.2317,-46,28,-38
1555570892.26295,-46,28,-38
1555570892.2942,-46,27,-38
1555570892.32545,-46,27,-37
1555570892.3567,-46,27,-37
1555570892.38795,-47,27,-38
1555570892.41921,-47,27,-38
1555570892.45046,-46,27,-38
1555570892.48171,-46,28,-38
1555570892.51296,-46,28,-38
1555570892.54421,-47,27,-37
1555570892.57546,-46,27,-38
1555570892.60671,-46,28,-38
1555570892.63797,-46,27,-37
1555570892.66922,-46,27,-38
1555570892.70047,-46,27,-38
1555570892.73172,-46,27,-37
1555570892.76297,-46,27,-37
1555570892.79422,-46,27,-38
1555570892.82547,-47,27,-38
1555570892.85673,-46,27,-37
1555570892.88798,-46,27,-38
1555570892.91923,-46,28,-37
1555570892.95048,-46,27,-37
1555570892.98173,-47,27,-38
1555570893.01298,-46,27,-38
1555570893.04423,-46,27,-37
1555570893.07549,-46,28,-38
1555570893.10674,-46,28,-37
1555570893.13799,-46,28,-38
1555570893.16924,-46,27,-37
1555570893.20049,-46,27,-37
1555570893.23174,-46,27,-37
1555570893.26299,-46,27,-37
1555570893.29425,-46,27,-38
1555570893.3255,-47,28,-39
1555570893.35675,-46,27,-37
1555570893.388,-46,28,-37
1555570893.41925,-46,28,-38
1555570893.4505,-46,27,-37
1555570893.48175,-46,27,-38
1555570893.51301,-46,27,-38
1555570893.54426,-47,27,-37
1555570893.57551,-47,27,-37
1555570893.60676,-46,27,-38
1555570893.63801,-46,27,-37
1555570893.66926,-46,27,-38
1555570893.70051,-46,27,-37
1555570893.73177,-47,27,-38
1555570893.76302,-47,27,-37
1555570893.79427,-46,27,-37
1555570893.82552,-46,28,-38
1555570893.85677,-46,28,-37
1555570893.88802,-46,27,-37
1555570893.91927,-47,27,-38
1555570893.95053,-46,27,-37
1555570893.98178,-46,27,-38
1555570894.01303,-46,27,-38
1555570894.04428,-47,27,-38
1555570894.07553,-47,27,-37
1555570894.10678,-46,27,-37
1555570894.13804,-47,27,-38
1555570894.16929,-46,27,-38
1555570894.20054,-46,27,-37
1555570894.23179,-47,28,-37
1555570894.26304,-46,27,-37
1555570894.29429,-46,27,-38
1555570894.32554,-46,27,-38
1555570894.3568,-46,27,-37
1555570894.38805,-46,27,-38
1555570894.4193,-46,27,-38
1555570894.45055,-47,27,-37
1555570894.4818,-47,27,-37
1555570894.51305,-46,27,-38
1555570894.5443,-46,28,-38
1555570894.57556,-46,28,-37
1555570894.60681,-47,27,-38
1555570894.63806,-47,27,-38
1555570894.66931,-46,27,-37
1555570894.70056,-46,27,-37
1555570894.73181,-46,27,-38
1555570894.76306,-46,27,-38
1555570894.79432,-46,27,-38
1555570894.82557,-46,27,-37
1555570894.85682,-46,27,-37
1555570894.88807,-46,27,-37
1555570894.91932,-47,27,-38
1555570894.95057,-47,27,-38
1555570894.98182,-46,27,-37
1555570895.01308,-46,27,-37
1555570895.04433,-46,28,-38
1555570895.07558,-46,27,-37
1555570895.10683,-47,27,-37
1555570895.13808,-47,27,-37
1555570895.16933,-47,27,-38
1555570895.20058,-47,27,-38
1555570895.23184,-47,27,-38
1555570895.26309,-46,27,-37
1555570895.29434,-46,27,-37
1555570895.32559,-46,27,-37
1555570895.35684,-47,27,-38
1555570895.38809,-47,27,-38
1555570895.41934,-47,27,-37
1555570895.4506,-46,27,-37
1555570895.48185,-46,27,-37
1555570895.5131,-46,28,-37
1555570895.54435,-46,27,-37
1555570895.5756,-46,27,-38
1555570895.60685,-46,27,-38
1555570895.6381,-46,27,-37
1555570895.66936,-47,27,-38
1555570895.70061,-47,27,-38
1555570895.73186,-46,27,-38
1555570895.76311,-46,27,-38
1555570895.79436,-46,27,-38
1555570895.82561,-47,27,-37
1555570895.85686,-46,27,-37
1555570895.88812,-46,27,-37
1555570895.91937,-46,27,-38
1555570895.95062,-47,27,-38
1555570895.98187,-47,27,-38
1555570896.01312,-46,27,-37
1555570896.04437,-46,27,-37
1555570896.07562,-46,27,-38
1555570896.10688,-46,27,-37
1555570896.13813,-46,27,-37
1555570896.16938,-46,27,-37
1555570896.20063,-46,27,-37
1555570896.23188,-46,27,-38
1555570896.26313,-47,28,-38
1555570896.29438,-46,28,-37
1555570896.32564,-46,27,-37
1555570896.35689,-46,27,-37
1555570896.38814,-47,27,-37
1555570896.41939,-46,27,-37
1555570896.45064,-46,27,-37
1555570896.48189,-46,27,-38
1555570896.51314,-46,27,-38
1555570896.5444,-47,27,-38
1555570896.57565,-47,27,-37
1555570896.6069,-46,27,-37
1555570896.63815,-46,28,-37
1555570896.6694,-46,27,-37
1555570896.70065,-47,27,-38
1555570896.7319,-47,27,-38
1555570896.76316,-46,27,-38
1555570896.79441,-46,27,-37
1555570896.82566,-46,27,-38
1555570896.85691,-46,26,-38
1555570896.88816,-46,27,-37
1555570896.91941,-46,27,-37
1555570896.95067,-46,27,-38
1555570896.98192,-47,27,-38
1555570897.01317,-47,27,-38
1555570897.04442,-46,27,-37
1555570897.07567,-46,28,-38
1555570897.10692,-46,27,-37
1555570897.13817,-46,27,-37
1555570897.16943,-46,27,-37
1555570897.20068,-47,27,-38
1555570897.23193,-47,27,-38
1555570897.26318,-47,27,-38
1555570897.29443,-46,27,-38
1555570897.32568,-46,27,-38
1555570897.35693,-46,27,-38
1555570897.38819,-46,27,-38
1555570897.41944,-47,27,-38
1555570897.45069,-46,27,-37
1555570897.48194,-46,28,-38
1555570897.51319,-46,28,-38
1555570897.54444,-46,27,-37
1555570897.57569,-46,27,-38
1555570897.60695,-46,27,-38
1555570897.6382,-46,27,-37
1555570897.66945,-46,27,-37
1555570897.7007,-46,27,-38
1555570897.73195,-46,27,-38
1555570897.7632,-46,27,-38
1555570897.79445,-47,27,-38
1555570897.82571,-47,27,-37
1555570897.85696,-46,27,-37
1555570897.88821,-46,27,-38
1555570897.91946,-46,28,-38
1555570897.95071,-46,27,-38
1555570897.98196,-46,27,-38
1555570898.01321,-46,27,-38
1555570898.04447,-46,27,-38
1555570898.07572,-46,27,-38
1555570898.10697,-46,27,-38
1555570898.13822,-46,27,-38
1555570898.16947,-46,27,-38
1555570898.20072,-46,27,-38
1555570898.23197,-46,27,-38
1555570898.26323,-46,28,-38
1555570898.29448,-47,27,-37
1555570898.32573,-46,27,-38
1555570898.35698,-46,28,-38
1555570898.38823,-46,27,-38
1555570898.41948,-46,27,-37
1555570898.45073,-46,26,-38
1555570898.48199,-46,26,-38
1555570898.51324,-47,27,-38
1555570898.54449,-47,27,-38
1555570898.57574,-47,27,-37
1555570898.60699,-46,27,-38
1555570898.63824,-46,28,-37
1555570898.66949,-46,28,-37
1555570898.70075,-46,28,-37
1555570898.732,-47,27,-37
1555570898.76325,-47,28,-37
1555570898.7945,-47,28,-37
1555570898.82575,-47,27,-37
1555570898.857,-47,27,-37
1555570898.88825,-47,27,-37
1555570898.91951,-47,27,-37
1555570898.95076,-47,27,-37
1555570898.98201,-47,27,-36
1555570899.01326,-47,28,-36
1555570899.04451,-47,28,-36
1555570899.07576,-47,28,-37
1555570899.10702,-48,27,-37
1555570899.13827,-47,27,-36
1555570899.16952,-47,27,-36
1555570899.20077,-47,28,-37
1555570899.23202,-47,27,-36
1555570899.26327,-47,27,-36
1555570899.29452,-47,28,-36
1555570899.32578,-47,27,-36
1555570899.35703,-48,27,-37
1555570899.38828,-48,27,-36
1555570899.41953,-48,27,-36
1555570899.45078,-47,28,-36
1555570899.48203,-47,28,-36
1555570899.51328,-47,27,-36
1555570899.54454,-48,27,-36
1555570899.57579,-48,27,-36
1555570899.60704,-47,27,-36
1555570899.63829,-47,28,-36
1555570899.66954,-47,27,-36
1555570899.70079,-47,27,-37
1555570899.73204,-47,27,-36
1555570899.7633,-47,27,-36
1555570899.79455,-47,27,-36
1555570899.8258,-48,27,-37
1555570899.85705,-47,27,-36
1555570899.8883,-47,28,-36
1555570899.91955,-47,28,-36
1555570899.9508,-47,28,-36
1555570899.98206,-48,27,-36
1555570900.01331,-48,27,-36
1555570900.04456,-47,27,-36
1555570900.07581,-47,27,-36
1555570900.10706,-47,27,-36
1555570900.13831,-47,27,-37
1555570900.16956,-47,27,-36
1555570900.20082,-47,27,-36
1555570900.23207,-47,27,-36
1555570900.26332,-47,27,-37
1555570900.29457,-48,27,-37
1555570900.32582,-47,27,-37
1555570900.35707,-47,27,-36
1555570900.38832,-47,28,-37
1555570900.41958,-47,28,-37
1555570900.45083,-47,27,-36
1555570900.48208,-48,27,-37
1555570900.51333,-47,27,-37
1555570900.54458,-47,28,-37
1555570900.57583,-47,27,-37
1555570900.60708,-47,27,-37
1555570900.63834,-47,27,-37
1555570900.66959,-47,27,-37
1555570900.70084,-48,27,-37
1555570900.73209,-47,27,-36
1555570900.76334,-47,27,-37
1555570900.79459,-47,28,-37
1555570900.82584,-47,28,-37
1555570900.8571,-47,27,-37
1555570900.88835,-47,27,-37
1555570900.9196,-47,27,-37
1555570900.95085,-47,27,-37
1555570900.9821,-47,27,-37
1555570901.01335,-47,27,-37
1555570901.0446,-47,27,-37
1555570901.07586,-46,28,-37
1555570901.10711,-47,28,-37
1555570901.13836,-47,27,-37
1555570901.16961,-48,27,-37
1555570901.20086,-47,27,-37
1555570901.23211,-47,28,-37
1555570901.26336,-47,27,-37
1555570901.29462,-47,26,-37
1555570901.32587,-46,26,-37
1555570901.35712,-47,27,-37
1555570901.38837,-47,26,-37
1555570901.41962,-47,26,-37
1555570901.45087,-47,28,-38
1555570901.48213,-46,28,-37
1555570901.51338,-46,28,-37
1555570901.54463,-47,27,-37
1555570901.57588,-47,27,-37
1555570901.60713,-47,27,-37
1555570901.63838,-47,27,-37
1555570901.66963,-47,27,-37
1555570901.70089,-47,27,-37
1555570901.73214,-47,27,-37
1555570901.76339,-47,27,-37
1555570901.79464,-46,27,-37
1555570901.82589,-47,27,-37
1555570901.85714,-47,27,-37
1555570901.88839,-46,27,-37
1555570901.91965,-46,27,-37
1555570901.9509,-47,28,-37
1555570901.98215,-47,28,-37
1555570902.0134,-47,27,-37
1555570902.04465,-47,27,-38
1555570902.0759,-47,27,-37
1555570902.10715,-47,27,-37
1555570902.13841,-47,27,-37
1555570902.16966,-47,27,-38
1555570902.20091,-47,27,-37
1555570902.23216,-47,27,-37
1555570902.26341,-47,27,-37
1555570902.29466,-47,27,-37
1555570902.32591,-46,28,-37
1555570902.35717,-46,28,-37
1555570902.38842,-47,27,-37
1555570902.41967,-47,27,-37
1555570902.45092,-47,27,-37
1555570902.48217,-47,27,-37
1555570902.54467,-46,27,-37
1555570902.51342,-47,27,-37
1555570902.57593,-46,27,-37
1555570902.60718,-46,28,-37
1555570902.63843,-47,28,-37
1555570902.66968,-46,28,-36
1555570902.70093,-47,28,-37
1555570902.73218,-47,28,-37
1555570902.76343,-46,28,-38
1555570902.79469,-46,28,-37
1555570902.82594,-47,28,-37
1555570902.85719,-46,28,-36
1555570902.88844,-47,28,-37
1555570902.91969,-47,28,-37
1555570902.95094,-46,28,-38
1555570902.98219,-47,28,-38
1555570903.01345,-46,28,-37
1555570903.0447,-47,28,-38
1555570903.07595,-46,28,-37
1555570903.1072,-47,28,-37
1555570903.13845,-47,28,-37
1555570903.1697,-47,27,-37
1555570903.20095,-47,27,-37
1555570903.23221,-47,27,-37
1555570903.26346,-47,28,-37
1555570903.29471,-47,29,-42
1555570903.32596,-47,27,-39
1555570903.35721,-45,28,-35
1555570903.38846,-46,27,-34
1555570903.41971,-48,26,-34
1555570903.45097,-49,26,-35
1555570903.48222,-47,27,-35
1555570903.51347,-48,27,-36
1555570903.54472,-47,27,-36
1555570903.57597,-47,27,-36
1555570903.60722,-46,27,-36
1555570903.63847,-47,27,-37
1555570903.66973,-47,28,-37
1555570903.70098,-47,28,-37
1555570903.73223,-47,26,-38
1555570903.76348,-47,26,-38
1555570903.79473,-47,26,-38
1555570903.82598,-47,26,-38
1555570903.85723,-47,26,-38
1555570903.88849,-47,26,-38
1555570903.91974,-47,26,-38
1555570903.95099,-47,26,-38
1555570903.98224,-47,26,-38
1555570904.01349,-47,26,-38
1555570904.04474,-47,26,-38
1555570904.076,-47,26,-38
1555570904.10725,-47,26,-38
1555570904.1385,-47,26,-38
1555570904.16975,-47,26,-38
1555570904.201,-47,26,-38
1555570904.23225,-47,26,-38
1555570904.2635,-47,26,-38
1555570904.29476,-47,26,-38
1555570904.32601,-47,26,-38
1555570904.35726,-47,26,-38
1555570904.38851,-47,26,-38
1555570904.41976,-47,26,-38
1555570904.45101,-47,26,-38
1555570904.48226,-47,26,-38
1555570904.51352,-47,26,-38
1555570904.54477,-47,26,-38
1555570904.57602,-47,26,-38
1555570904.60727,-47,26,-38
1555570904.63852,-47,26,-38
1555570904.66977,-47,26,-38
1555570904.70102,-47,26,-38
1555570904.73228,-47,26,-38
1555570904.76353,-47,26,-38
1555570904.79478,-47,26,-38
1555570904.82603,-47,26,-38
1555570904.85728,-47,26,-38
1555570904.88853,-47,26,-38
1555570904.91978,-47,26,-38
1555570904.95104,-47,26,-38
1555570904.98229,-47,26,-38
1555570905.01354,-47,26,-38
1555570905.04479,-47,26,-38
1555570905.07604,-47,26,-38
1555570905.10729,-47,26,-38
1555570905.13854,-47,26,-38
1555570905.1698,-47,26,-38
1555570905.20105,-47,26,-38
1555570905.2323,-47,26,-38
1555570905.26355,-47,26,-38
1555570905.2948,-47,26,-38
1555570905.32605,-47,26,-38
1555570905.3573,-47,26,-38
1555570905.38856,-47,26,-38
1555570905.41981,-47,26,-38
1555570905.45106,-47,26,-38
1555570905.48231,-47,26,-38
1555570905.51356,-47,26,-38
1555570905.54481,-47,26,-38
1555570905.57606,-47,26,-38
1555570905.60732,-47,26,-38
1555570905.63857,-47,26,-38
1555570905.66982,-47,26,-38
1555570905.70107,-47,26,-38
1555570905.73232,-47,26,-38
1555570905.76357,-47,26,-38
1555570905.79482,-47,26,-38
1555570905.82608,-47,26,-38
1555570905.85733,-47,26,-38
1555570905.88858,-47,26,-38
1555570905.91983,-47,26,-38
1555570905.95108,-47,26,-38
1555570905.98233,-47,26,-38
1555570906.01358,-47,26,-38
1555570906.04484,-47,26,-38
1555570906.07609,-47,26,-38
1555570906.10734,-47,26,-38
1555570906.13859,-47,26,-38
1555570906.16984,-47,26,-38
1555570906.20109,-47,26,-38
1555570906.23234,-47,26,-38
1555570906.2636,-47,26,-38
1555570906.29485,-47,26,-38
1555570906.3261,-47,26,-38
1555570906.35735,-47,26,-38
1555570906.3886,-47,26,-38
1555570906.41985,-47,26,-38
1555570906.45111,-47,26,-38
1555570906.48236,-47,26,-38
1555570906.51361,-47,26,-38
1555570906.54486,-47,26,-38
1555570906.57611,-47,26,-38
1555570906.60736,-47,26,-38
1555570906.63861,-47,26,-38
1555570906.66987,-47,26,-38
1555570906.70112,-47,26,-38
1555570906.73237,-47,26,-38
1555570906.76362,-47,26,-38
1555570906.79487,-47,26,-38
1555570906.82612,-47,26,-38
1555570906.85737,-47,26,-38
1555570906.88863,-47,26,-38
1555570906.91988,-47,26,-38
1555570906.95113,-47,26,-38
1555570906.98238,-47,26,-38
1555570907.01363,-47,26,-38
1555570907.04488,-47,26,-38
1555570907.07613,-47,26,-38
1555570907.10739,-47,26,-38
1555570907.13864,-47,26,-38
1555570907.16989,-47,26,-38
1555570907.20114,-47,26,-38
1555570907.23239,-47,26,-38
1555570907.26364,-47,26,-38
1555570907.29489,-47,26,-38
1555570907.32615,-47,26,-38
1555570907.3574,-47,26,-38
1555570907.38865,-47,26,-38
1555570907.4199,-47,26,-38
1555570907.45115,-47,26,-38
1555570907.4824,-47,26,-38
1555570907.51365,-47,26,-38
1555570907.54491,-47,26,-38
1555570907.57616,-47,26,-38
1555570907.60741,-47,26,-38
1555570907.63866,-47,26,-38
1555570907.66991,-47,26,-38
1555570907.70116,-47,26,-38
1555570907.73241,-47,26,-38
1555570907.76367,-47,26,-38
1555570907.79492,-47,26,-38
1555570907.82617,-47,26,-38
1555570907.85742,-47,26,-38
1555570907.88867,-47,27,-38
1555570907.91992,-47,27,-38
1555570907.95117,-47,26,-37
1555570907.98243,-47,27,-37
1555570908.01368,-47,26,-37
1555570908.04493,-47,26,-38
1555570908.07618,-47,26,-38
1555570908.10743,-47,26,-38
1555570908.13868,-47,26,-37
1555570908.16993,-47,26,-38
1555570908.20119,-47,26,-37
1555570908.23244,-47,26,-38
1555570908.26369,-47,26,-37
1555570908.29494,-47,26,-38
1555570908.32619,-47,26,-37
1555570908.35744,-47,26,-38
1555570908.38869,-47,26,-37
1555570908.41995,-47,26,-38
1555570908.4512,-47,25,-38
1555570908.48245,-47,25,-38
1555570908.5137,-47,25,-38
1555570908.54495,-47,26,-38
1555570908.5762,-47,26,-38
1555570908.60746,-47,26,-38
1555570908.63871,-47,26,-38
1555570908.66996,-47,26,-38
1555570908.70121,-47,26,-38
1555570908.73246,-47,25,-38
1555570908.76371,-47,25,-38
1555570908.79496,-48,25,-38
1555570908.82622,-47,25,-38
1555570908.85747,-48,25,-38
1555570908.88872,-47,24,-38
1555570908.91997,-47,25,-38
1555570908.95122,-47,25,-38
1555570908.98247,-47,25,-38
1555570909.01372,-47,25,-38
1555570909.04498,-48,25,-38
1555570909.07623,-47,25,-38
1555570909.10748,-47,25,-38
1555570909.13873,-47,25,-38
1555570909.16998,-48,24,-38
1555570909.20123,-47,24,-38
1555570909.23248,-47,24,-38
1555570909.26374,-48,25,-38
1555570909.29499,-48,25,-38
1555570909.32624,-48,25,-38
1555570909.35749,-47,24,-38
1555570909.38874,-47,24,-38
1555570909.41999,-47,24,-38
1555570909.45124,-47,24,-38
1555570909.4825,-47,25,-38
1555570909.51375,-47,24,-38
1555570909.545,-47,25,-39
1555570909.57625,-47,24,-39
1555570909.6075,-47,24,-39
1555570909.63875,-47,24,-39
1555570909.67,-47,24,-38
1555570909.70126,-47,24,-38
1555570909.73251,-48,24,-38
1555570909.76376,-47,24,-39
1555570909.79501,-48,24,-39
1555570909.82626,-47,24,-39
1555570909.85751,-48,24,-38
1555570909.88876,-48,24,-39
1555570909.92002,-48,24,-39
1555570909.95127,-48,24,-38
1555570909.98252,-47,24,-38
1555570910.01377,-47,24,-38
1555570910.04502,-47,24,-38
1555570910.07627,-48,24,-38
1555570910.10752,-47,24,-38
1555570910.13878,-48,23,-39
1555570910.17003,-48,23,-38
1555570910.20128,-48,23,-38
1555570910.23253,-48,23,-38
1555570910.26378,-48,24,-39
1555570910.29503,-48,24,-38
1555570910.32628,-48,23,-38
1555570910.35754,-48,24,-39
1555570910.38879,-47,24,-38
1555570910.42004,-47,24,-38
1555570910.45129,-47,23,-39
1555570910.48254,-47,23,-39
1555570910.51379,-48,23,-39
1555570910.54504,-48,23,-39
1555570910.5763,-48,23,-39
1555570910.60755,-48,23,-39
1555570910.6388,-48,23,-39
1555570910.67005,-48,23,-39
1555570910.7013,-48,23,-39
1555570910.73255,-48,23,-39
1555570910.7638,-47,23,-39
1555570910.79506,-48,23,-39
1555570910.82631,-48,23,-39
1555570910.85756,-48,23,-39
1555570910.88881,-48,23,-39
1555570910.92006,-48,23,-39
1555570910.95131,-48,23,-39
1555570910.98256,-48,23,-39
1555570911.01382,-48,23,-39
1555570911.04507,-48,23,-39
1555570911.07632,-48,23,-39
1555570911.10757,-48,22,-39
1555570911.13882,-48,23,-39
1555570911.17007,-48,22,-39
1555570911.20132,-48,23,-39
1555570911.23258,-48,23,-39
1555570911.26383,-48,23,-39
1555570911.29508,-48,22,-39
1555570911.32633,-48,23,-39
1555570911.35758,-48,23,-39
1555570911.38883,-48,23,-39
1555570911.42009,-48,23,-39
1555570911.45134,-48,23,-39
1555570911.48259,-48,23,-39
1555570911.51384,-48,23,-39
1555570911.54509,-48,23,-39
1555570911.57634,-48,23,-39
1555570911.60759,-48,23,-39
1555570911.63885,-48,23,-39
1555570911.6701,-48,23,-39
1555570911.70135,-48,22,-39
1555570911.7326,-48,23,-39
1555570911.76385,-48,23,-39
1555570911.7951,-48,23,-39
1555570911.82635,-48,23,-39
1555570911.85761,-48,23,-39
1555570911.88886,-48,23,-39
1555570911.92011,-48,23,-39
1555570911.95136,-48,23,-39
1555570911.98261,-48,22,-39
1555570912.01386,-48,22,-39
1555570912.04511,-48,23,-39
1555570912.07637,-48,23,-39
1555570912.10762,-48,23,-39
1555570912.13887,-48,23,-39
1555570912.17012,-48,23,-39
1555570912.20137,-47,23,-38
1555570912.23262,-48,23,-39
1555570912.26387,-47,23,-39
1555570912.29513,-48,23,-39
1555570912.32638,-48,23,-39
1555570912.35763,-47,23,-39
1555570912.38888,-48,23,-39
1555570912.42013,-47,23,-39
1555570912.45138,-47,23,-39
1555570912.48263,-48,23,-39
1555570912.51389,-47,24,-39
1555570912.54514,-47,24,-39
1555570912.57639,-47,23,-39
1555570912.60764,-47,23,-39
1555570912.63889,-47,24,-39
1555570912.67014,-47,23,-39
1555570912.70139,-47,23,-38
1555570912.73265,-47,24,-39
1555570912.7639,-48,23,-39
1555570912.79515,-48,23,-39
1555570912.8264,-48,23,-39
1555570912.85765,-47,23,-39
1555570912.8889,-47,23,-38
1555570912.92015,-47,23,-38
1555570912.95141,-48,24,-39
1555570912.98266,-48,23,-38
1555570913.01391,-48,24,-38
1555570913.04516,-48,24,-39
1555570913.07641,-48,23,-38
1555570913.10766,-48,23,-38
1555570913.13891,-48,23,-38
1555570913.17017,-48,24,-38
