TS_Machine,tmp
1555573188.95231,31.75
1555573189.20232,31.75
1555573189.45233,31.75
1555573189.70234,31.75
1555573189.95235,31.75
1555573190.20237,31.75
1555573190.45238,31.75
1555573190.70239,31.75
1555573190.9524,31.75
1555573191.20241,31.75
1555573191.45242,31.75
1555573191.70244,31.75
1555573191.95245,31.75
1555573192.20246,31.75
1555573192.45247,31.75
1555573192.70248,31.75
1555573192.95249,31.75
1555573193.20251,31.75
1555573193.45252,31.75
1555573193.70253,31.75
1555573193.95254,31.75
1555573194.20255,31.75
1555573194.45256,31.75
1555573194.70257,31.75
1555573194.95259,31.75
1555573195.2026,31.75
1555573195.70262,31.75
1555573195.45261,31.75
1555573195.95263,31.75
1555573196.20264,31.75
1555573196.45266,31.75
1555573196.70267,31.75
1555573196.95268,31.73
1555573197.20269,31.73
1555573197.4527,31.73
1555573197.70271,31.73
1555573197.95273,31.73
1555573198.20274,31.73
1555573198.45275,31.73
1555573198.70276,31.73
1555573198.95277,31.73
1555573199.20278,31.73
1555573199.45279,31.73
1555573199.70281,31.73
1555573199.95282,31.75
1555573200.20283,31.75
1555573200.45284,31.75
1555573200.70285,31.75
1555573200.95286,31.73
1555573201.20288,31.73
1555573201.45289,31.73
1555573201.7029,31.73
1555573201.95291,31.75
1555573202.20292,31.75
1555573202.45293,31.75
1555573202.70294,31.75
1555573202.95296,31.73
1555573203.20297,31.73
1555573203.45298,31.73
1555573203.70299,31.73
1555573203.953,31.73
1555573204.20301,31.73
1555573204.45303,31.73
1555573204.70304,31.73
1555573204.95305,31.73
1555573205.20306,31.73
1555573205.45307,31.73
1555573205.70308,31.73
1555573205.9531,31.71
1555573206.20311,31.71
1555573206.45312,31.71
1555573206.70313,31.71
1555573206.95314,31.73
1555573207.20315,31.73
1555573207.45317,31.73
1555573207.70318,31.73
1555573207.95319,31.71
1555573208.2032,31.71
1555573208.45321,31.71
1555573208.70322,31.71
1555573208.95323,31.75
1555573209.20325,31.75
1555573209.45326,31.75
1555573209.70327,31.75
1555573209.95328,31.75
1555573210.20329,31.75
1555573210.4533,31.75
1555573210.70332,31.75
1555573210.95333,31.77
1555573211.20334,31.77
1555573211.45335,31.77
1555573211.70336,31.77
1555573211.95337,31.73
1555573212.20338,31.73
1555573212.4534,31.73
1555573212.70341,31.73
1555573212.95342,31.73
1555573213.20343,31.73
1555573213.45344,31.73
1555573213.70345,31.73
1555573213.95347,31.71
1555573214.20348,31.71
1555573214.45349,31.71
1555573214.7035,31.71
1555573214.95351,31.75
1555573215.20352,31.75
1555573215.45354,31.75
1555573215.70355,31.75
1555573215.95356,31.73
1555573216.20357,31.73
1555573216.45358,31.73
1555573216.70359,31.73
1555573216.9536,31.73
1555573217.20362,31.73
1555573217.45363,31.73
1555573217.70364,31.73
1555573217.95365,31.75
1555573218.20366,31.75
1555573218.45367,31.75
1555573218.70369,31.75
1555573218.9537,31.73
1555573219.20371,31.73
1555573219.45372,31.73
1555573219.70373,31.73
1555573219.95374,31.71
1555573220.20376,31.71
1555573220.45377,31.71
1555573220.70378,31.71
1555573220.95379,31.73
1555573221.2038,31.73
1555573221.45381,31.73
1555573221.70382,31.73
1555573221.95384,31.73
1555573222.20385,31.73
1555573222.45386,31.73
1555573222.70387,31.73
1555573222.95388,31.71
1555573223.20389,31.71
1555573223.45391,31.71
1555573223.70392,31.71
1555573223.95393,31.71
1555573224.20394,31.71
1555573224.45395,31.71
1555573224.70396,31.71
1555573224.95398,31.71
1555573225.20399,31.71
1555573225.454,31.71
1555573225.70401,31.71
1555573225.95402,31.71
1555573226.20403,31.71
1555573226.45404,31.71
1555573226.70406,31.71
1555573226.95407,31.73
1555573227.20408,31.73
1555573227.45409,31.73
1555573227.7041,31.73
1555573227.95411,31.71
1555573228.20413,31.71
1555573228.45414,31.71
1555573228.70415,31.71
1555573228.95416,31.71
1555573229.20417,31.71
1555573229.45418,31.71
1555573229.7042,31.71
1555573229.95421,31.71
1555573230.20422,31.71
1555573230.45423,31.71
1555573230.70424,31.71
1555573230.95425,31.71
1555573231.20426,31.71
1555573231.45428,31.71
1555573231.70429,31.71
1555573231.9543,31.69
1555573232.20431,31.69
1555573232.45432,31.69
1555573232.70433,31.69
1555573232.95435,31.71
1555573233.20436,31.71
1555573233.45437,31.71
1555573233.70438,31.71
1555573233.95439,31.73
1555573234.2044,31.73
1555573234.45442,31.73
1555573234.70443,31.73
1555573234.95444,31.73
1555573235.20445,31.73
1555573235.45446,31.73
1555573235.70447,31.73
1555573235.95448,31.73
1555573236.2045,31.73
1555573236.45451,31.73
1555573236.70452,31.73
1555573236.95453,31.71
1555573237.20454,31.71
1555573237.45455,31.71
1555573237.70457,31.71
1555573237.95458,31.71
1555573238.20459,31.71
1555573238.4546,31.71
1555573238.70461,31.71
1555573238.95462,31.73
1555573239.20463,31.73
1555573239.45465,31.73
1555573239.70466,31.73
1555573239.95467,31.73
1555573240.20468,31.73
1555573240.45469,31.73
1555573240.7047,31.73
1555573240.95472,31.73
1555573241.20473,31.73
1555573241.45474,31.73
1555573241.70475,31.73
1555573241.95476,31.71
1555573242.20477,31.71
1555573242.45479,31.71
1555573242.7048,31.71
1555573242.95481,31.71
1555573243.20482,31.71
1555573243.45483,31.71
1555573243.70484,31.71
1555573243.95485,31.73
1555573244.20487,31.73
1555573244.45488,31.73
1555573244.70489,31.73
1555573244.9549,31.73
1555573245.20491,31.73
1555573245.45492,31.73
1555573245.70494,31.73
1555573245.95495,31.73
1555573246.20496,31.73
1555573246.45497,31.73
1555573246.70498,31.73
1555573246.95499,31.71
1555573247.20501,31.71
1555573247.45502,31.71
1555573247.70503,31.71
1555573247.95504,31.73
1555573248.20505,31.73
1555573248.45506,31.73
1555573248.70507,31.73
1555573248.95509,31.69
1555573249.2051,31.69
1555573249.45511,31.69
1555573249.70512,31.69
1555573249.95513,31.71
1555573250.20514,31.71
1555573250.45516,31.71
1555573250.70517,31.71
1555573250.95518,31.73
1555573251.20519,31.73
1555573251.4552,31.73
1555573251.70521,31.73
1555573251.95523,31.71
1555573252.20524,31.71
1555573252.45525,31.71
1555573252.70526,31.71
1555573252.95527,31.71
1555573253.20528,31.71
1555573253.45529,31.71
1555573253.70531,31.71
1555573253.95532,31.73
1555573254.20533,31.73
1555573254.45534,31.73
1555573254.70535,31.73
1555573254.95536,31.71
1555573255.20538,31.71
1555573255.45539,31.71
1555573255.7054,31.71
1555573255.95541,31.71
1555573256.20542,31.71
1555573256.45543,31.71
1555573256.70545,31.71
1555573256.95546,31.73
1555573257.20547,31.73
1555573257.45548,31.73
1555573257.70549,31.73
1555573257.9555,31.71
1555573258.20551,31.71
1555573258.45553,31.71
1555573258.70554,31.71
1555573258.95555,31.71
1555573259.20556,31.71
1555573259.45557,31.71
1555573259.70558,31.71
1555573259.9556,31.75
1555573260.20561,31.75
1555573260.45562,31.75
1555573260.70563,31.75
1555573260.95564,31.71
1555573261.20565,31.71
1555573261.45567,31.71
1555573261.70568,31.71
1555573261.95569,31.69
1555573262.2057,31.69
1555573262.45571,31.69
1555573262.70572,31.69
1555573262.95573,31.69
1555573263.20575,31.69
1555573263.45576,31.69
1555573263.70577,31.69
1555573263.95578,31.69
1555573264.20579,31.69
1555573264.4558,31.69
1555573264.70582,31.69
1555573264.95583,31.71
1555573265.20584,31.71
1555573265.45585,31.71
1555573265.70586,31.71
1555573265.95587,31.71
1555573266.20588,31.71
1555573266.4559,31.71
1555573266.70591,31.71
1555573266.95592,31.69
1555573267.20593,31.69
1555573267.45594,31.69
1555573267.70595,31.69
1555573267.95597,31.71
1555573268.20598,31.71
1555573268.45599,31.71
1555573268.706,31.71
1555573268.95601,31.71
1555573269.20602,31.71
1555573269.45604,31.71
1555573269.70605,31.71
1555573269.95606,31.69
1555573270.20607,31.69
1555573270.45608,31.69
1555573270.70609,31.69
1555573270.9561,31.71
1555573271.20612,31.71
1555573271.45613,31.71
1555573271.70614,31.71
1555573271.95615,31.69
1555573272.20616,31.69
1555573272.45617,31.69
1555573272.70619,31.69
1555573272.9562,31.71
1555573273.20621,31.71
1555573273.45622,31.71
1555573273.70623,31.71
1555573273.95624,31.71
1555573274.20626,31.71
1555573274.45627,31.71
1555573274.70628,31.71
1555573274.95629,31.69
1555573275.2063,31.69
1555573275.45631,31.69
1555573275.70632,31.69
1555573275.95634,31.69
1555573276.20635,31.69
1555573276.45636,31.69
1555573276.70637,31.69
1555573276.95638,31.69
1555573277.20639,31.69
1555573277.45641,31.69
1555573277.70642,31.69
1555573277.95643,31.69
1555573278.20644,31.69
1555573278.45645,31.69
1555573278.70646,31.69
1555573278.95648,31.69
1555573279.20649,31.69
1555573279.4565,31.69
1555573279.70651,31.69
1555573279.95652,31.69
1555573280.20653,31.69
1555573280.45654,31.69
1555573280.70656,31.69
1555573280.95657,31.71
1555573281.20658,31.71
1555573281.45659,31.71
1555573281.7066,31.71
1555573281.95661,31.71
1555573282.20663,31.71
1555573282.45664,31.71
1555573282.70665,31.71
1555573282.95666,31.71
1555573283.20667,31.71
1555573283.45668,31.71
1555573283.7067,31.71
1555573283.95671,31.71
1555573284.20672,31.71
1555573284.45673,31.71
1555573284.70674,31.71
1555573284.95675,31.69
1555573285.20676,31.69
1555573285.45678,31.69
1555573285.70679,31.69
1555573285.9568,31.69
1555573286.20681,31.69
1555573286.45682,31.69
1555573286.70683,31.69
1555573287.45687,31.71
1555573287.95689,31.69
1555573287.70688,31.71
1555573286.95685,31.71
1555573287.20686,31.71
1555573288.2069,31.69
1555573288.45692,31.69
1555573288.70693,31.69
1555573288.95694,31.71
1555573289.20695,31.71
1555573289.45696,31.71
1555573289.70697,31.71
1555573289.95698,31.69
1555573290.207,31.69
1555573290.45701,31.69
1555573290.70702,31.69
1555573290.95703,31.67
1555573291.20704,31.67
1555573291.45705,31.67
1555573291.70707,31.67
1555573291.95708,31.71
1555573292.20709,31.71
1555573292.4571,31.71
1555573292.70711,31.71
1555573292.95712,31.69
1555573293.20714,31.69
1555573293.45715,31.69
1555573293.70716,31.69
1555573293.95717,31.67
1555573294.20718,31.67
1555573294.45719,31.67
1555573294.7072,31.67
1555573294.95722,31.71
1555573295.20723,31.71
1555573295.45724,31.71
1555573295.70725,31.71
1555573295.95726,31.67
1555573296.20727,31.67
1555573296.45729,31.67
1555573296.7073,31.67
1555573296.95731,31.69
1555573297.20732,31.69
1555573297.45733,31.69
1555573297.70734,31.69
1555573297.95736,31.69
1555573298.20737,31.69
1555573298.45738,31.69
1555573298.70739,31.69
1555573298.9574,31.67
1555573299.20741,31.67
1555573299.45742,31.67
1555573299.70744,31.67
1555573299.95745,31.69
1555573300.20746,31.69
1555573300.45747,31.69
1555573300.70748,31.69
1555573300.95749,31.69
1555573301.20751,31.69
1555573301.45752,31.69
1555573301.70753,31.69
1555573301.95754,31.69
1555573302.20755,31.69
1555573302.45756,31.69
1555573302.70757,31.69
1555573302.95759,31.69
1555573303.2076,31.69
1555573303.45761,31.69
1555573303.70762,31.69
1555573303.95763,31.69
1555573304.20764,31.69
1555573304.45766,31.69
1555573304.70767,31.69
1555573304.95768,31.69
1555573305.20769,31.69
1555573305.4577,31.69
1555573305.70771,31.69
1555573305.95773,31.67
1555573306.20774,31.67
1555573306.45775,31.67
1555573306.70776,31.67
1555573306.95777,31.67
1555573307.20778,31.67
1555573307.45779,31.67
1555573307.70781,31.67
1555573307.95782,31.69
1555573308.20783,31.69
1555573308.45784,31.69
1555573308.70785,31.69
1555573308.95786,31.67
1555573309.20788,31.67
1555573309.45789,31.67
1555573309.7079,31.67
1555573309.95791,31.69
1555573310.20792,31.69
1555573310.45793,31.69
1555573310.70795,31.69
1555573310.95796,31.69
1555573311.20797,31.69
1555573311.45798,31.69
1555573311.70799,31.69
1555573311.958,31.69
1555573312.20801,31.69
1555573312.45803,31.69
1555573312.70804,31.69
1555573312.95805,31.65
1555573313.20806,31.65
1555573313.45807,31.65
1555573313.70808,31.65
1555573313.9581,31.67
1555573314.20811,31.67
1555573314.45812,31.67
1555573314.70813,31.67
1555573314.95814,31.69
1555573315.20815,31.69
1555573315.45817,31.69
1555573315.70818,31.69
1555573315.95819,31.69
1555573316.2082,31.69
1555573316.45821,31.69
1555573316.70822,31.69
1555573316.95823,31.67
1555573317.20825,31.67
1555573317.45826,31.67
1555573317.70827,31.67
1555573317.95828,31.67
1555573318.20829,31.67
1555573318.4583,31.67
1555573318.70832,31.67
1555573318.95833,31.69
1555573319.20834,31.69
1555573319.45835,31.69
1555573319.70836,31.69
1555573319.95837,31.69
1555573320.20839,31.69
1555573320.4584,31.69
1555573320.70841,31.69
1555573320.95842,31.67
1555573321.20843,31.67
1555573321.45844,31.67
1555573321.70845,31.67
1555573321.95847,31.67
1555573322.20848,31.67
1555573322.45849,31.67
1555573322.7085,31.67
1555573322.95851,31.69
1555573323.20852,31.69
1555573323.45854,31.69
1555573323.70855,31.69
1555573323.95856,31.67
1555573324.20857,31.67
1555573324.45858,31.67
1555573324.70859,31.67
1555573324.95861,31.69
1555573325.20862,31.69
1555573325.45863,31.69
1555573325.70864,31.69
1555573325.95865,31.67
1555573326.20866,31.67
1555573326.45867,31.67
1555573326.70869,31.67
1555573326.9587,31.67
1555573327.20871,31.67
1555573327.45872,31.67
1555573327.70873,31.67
1555573327.95874,31.65
1555573328.20876,31.65
1555573328.45877,31.65
1555573328.70878,31.65
1555573328.95879,31.67
1555573329.2088,31.67
1555573329.45881,31.67
1555573329.70883,31.67
1555573329.95884,31.67
1555573330.20885,31.67
1555573330.45886,31.67
1555573330.70887,31.67
1555573330.95888,31.67
1555573331.20889,31.67
1555573331.45891,31.67
1555573331.70892,31.67
1555573331.95893,31.65
1555573332.20894,31.65
1555573332.45895,31.65
1555573332.70896,31.65
1555573332.95898,31.65
1555573333.20899,31.65
1555573333.459,31.65
1555573333.70901,31.65
1555573333.95902,31.67
1555573334.20903,31.67
1555573334.45904,31.67
1555573334.70906,31.67
1555573334.95907,31.65
1555573335.20908,31.65
1555573335.45909,31.65
1555573335.7091,31.65
1555573335.95911,31.65
1555573336.20913,31.65
1555573336.45914,31.65
1555573336.70915,31.65
1555573336.95916,31.65
1555573337.20917,31.65
1555573337.45918,31.65
1555573337.7092,31.65
1555573337.95921,31.65
1555573338.20922,31.65
1555573338.45923,31.65
1555573338.70924,31.65
1555573338.95925,31.65
1555573339.20926,31.65
1555573339.45928,31.65
1555573339.70929,31.65
1555573339.9593,31.65
1555573340.20931,31.65
1555573340.45932,31.65
1555573340.70933,31.65
1555573340.95935,31.67
1555573341.20936,31.67
1555573341.45937,31.67
1555573341.70938,31.67
1555573341.95939,31.69
1555573342.2094,31.69
1555573342.45942,31.69
1555573342.70943,31.69
1555573342.95944,31.63
1555573343.20945,31.63
1555573343.45946,31.63
1555573343.70947,31.63
1555573343.95948,31.65
1555573344.2095,31.65
1555573344.45951,31.65
1555573344.70952,31.65
1555573344.95953,31.65
1555573345.20954,31.65
1555573345.45955,31.65
1555573345.70957,31.65
1555573345.95958,31.65
1555573346.20959,31.65
1555573346.4596,31.65
1555573346.70961,31.65
1555573346.95962,31.65
1555573347.20964,31.65
1555573347.45965,31.65
1555573347.70966,31.65
1555573347.95967,31.65
1555573348.20968,31.65
1555573348.45969,31.65
1555573348.7097,31.65
1555573348.95972,31.67
1555573349.20973,31.67
1555573349.45974,31.67
1555573349.70975,31.67
1555573349.95976,31.65
1555573350.20977,31.65
1555573350.45979,31.65
1555573350.7098,31.65
1555573350.95981,31.69
1555573351.20982,31.69
1555573351.45983,31.69
1555573351.70984,31.69
1555573351.95986,31.65
1555573352.20987,31.65
1555573352.45988,31.65
1555573352.70989,31.65
1555573352.9599,31.69
1555573353.20991,31.69
1555573353.45992,31.69
1555573353.70994,31.69
1555573353.95995,31.67
1555573354.20996,31.67
1555573354.45997,31.67
1555573354.70998,31.67
1555573354.95999,31.65
1555573355.21001,31.65
1555573355.46002,31.65
1555573355.71003,31.65
1555573355.96004,31.65
1555573356.21005,31.65
1555573356.46006,31.65
1555573356.71008,31.65
1555573356.96009,31.65
1555573357.2101,31.65
1555573357.46011,31.65
1555573357.71012,31.65
1555573357.96013,31.65
1555573358.21014,31.65
1555573358.46016,31.65
1555573358.71017,31.65
1555573358.96018,31.65
1555573359.21019,31.65
1555573359.4602,31.65
1555573359.71021,31.65
1555573359.96023,31.65
1555573360.21024,31.65
1555573360.46025,31.65
1555573360.71026,31.65
1555573360.96027,31.65
1555573361.21028,31.65
1555573361.46029,31.65
1555573361.71031,31.65
1555573361.96032,31.65
1555573362.21033,31.65
1555573362.46034,31.65
1555573362.71035,31.65
1555573362.96036,31.63
1555573363.21038,31.63
1555573363.46039,31.63
1555573363.7104,31.63
1555573363.96041,31.65
1555573364.21042,31.65
1555573364.46043,31.65
1555573364.71045,31.65
1555573364.96046,31.63
1555573365.21047,31.63
1555573365.46048,31.63
1555573365.71049,31.63
1555573365.9605,31.65
