TS_Machine,ibi
1555573431.61233,0.9219177
1555573432.53424,0.9219177
1555573433.45616,0.9219179
1555573434.31558,0.8594146
1555573435.11249,0.796912
1555573435.94065,0.8281634
1555573436.89382,0.9531691
1555573437.84699,0.9531691
1555573438.81579,0.9687951
1555573439.70645,0.8906662
1555573440.51899,0.8125374
1555573441.34715,0.8281634
1555573442.25344,0.9062919
1555573443.19099,0.9375436
1555573444.15978,0.9687948
1555573445.06608,0.9062919
1555573445.90986,0.843789
1555573446.75365,0.843789
1555573447.64432,0.8906662
1555573448.59749,0.9531691
1555573449.56628,0.9687948
1555573450.44132,0.8750405
1555573451.28511,0.843789
1555573452.11328,0.8281634
1555573452.98832,0.8750405
1555573453.92586,0.9375434
1555573454.89466,0.9687948
1555573455.86345,0.9687948
1555573456.73849,0.8750405
1555573457.59791,0.8594148
1555573458.47295,0.8750405
1555573459.42612,0.9531691
1555573460.42616,1.000046
1555573461.37933,0.9531693
1555573462.37938,1.000046
1555573463.33255,0.9531691
1555573464.28572,0.9531691
1555573465.19201,0.9062919
1555573466.11392,0.9219177
1555573467.00459,0.8906662
1555573467.84838,0.843789
1555573468.7703,0.9219177
1555573469.73909,0.9687948
1555573470.73914,1.000046
1555573471.75481,1.015672
1555573472.67673,0.9219177
1555573473.55177,0.8750405
1555573474.44244,0.8906662
1555573475.42686,0.9844205
1555573476.41128,0.9844208
1555573477.38007,0.9687948
1555573478.28636,0.9062919
1555573479.22391,0.9375434
1555573480.16145,0.9375434
1555573481.11462,0.9531691
1555573482.08341,0.9687948
1555573483.03658,0.9531693
1555573483.94288,0.9062919
1555573484.84917,0.9062919
1555573485.78671,0.9375434
1555573486.75551,0.9687948
1555573487.70868,0.9531691
1555573488.66184,0.9531691
1555573489.55251,0.8906662
1555573490.41193,0.8594148
1555573491.30259,0.8906662
1555573492.22451,0.9219177
1555573493.20893,0.9844205
1555573494.0996,0.8906665
1555573494.94339,0.8437889
1555573495.78717,0.843789
1555573496.74034,0.9531691
1555573497.72476,0.9844208
1555573498.66231,0.9375434
1555573499.52172,0.8594148
1555573500.34989,0.8281634
1555573501.1468,0.7969117
1555573501.99059,0.843789
1555573502.9125,0.9219177
1555573503.8813,0.9687951
1555573504.80322,0.9219177
1555573505.66263,0.8594148
1555573506.50642,0.843789
1555573507.41271,0.9062919
1555573508.33463,0.9219177
1555573509.2878,0.9531691
1555573510.17847,0.8906662
1555573511.02225,0.843789
1555573511.88167,0.8594148
1555573512.74108,0.8594148
1555573513.6005,0.8594148
1555573514.49117,0.8906662
1555573515.35058,0.8594148
1555573516.25687,0.9062919
1555573517.22567,0.9687948
1555573518.17884,0.9531691
1555573519.16326,0.9844205
1555573520.08517,0.9219177
1555573520.94459,0.8594148
1555573521.7415,0.796912
1555573522.56966,0.8281634
1555573523.42908,0.8594148
1555573524.33537,0.9062919
1555573525.27291,0.9375434
1555573526.24171,0.9687948
1555573527.24176,1.000046
1555573528.16367,0.9219177
1555573529.03871,0.8750405
1555573529.86688,0.8281634
1555573530.75754,0.8906662
1555573531.67946,0.9219177
1555573532.58575,0.9062919
1555573533.38267,0.796912
1555573534.16395,0.7812862
1555573534.92961,0.7656605
1555573535.69527,0.7656602
1555573536.46093,0.7656605
1555573537.25784,0.796912
1555573538.08601,0.8281634
1555573538.9923,0.9062919
1555573539.88297,0.8906662
1555573540.80488,0.9219177
1555573541.67992,0.8750405
1555573542.50809,0.8281634
1555573543.32063,0.8125377
1555573544.11754,0.7969117
1555573544.9457,0.8281634
1555573545.86762,0.9219177
1555573546.82079,0.9531693
1555573547.69583,0.8750405
1555573548.57087,0.8750405
1555573549.38341,0.8125374
1555573550.21157,0.8281634
1555573551.11786,0.9062919
1555573552.05541,0.9375434
1555573552.99295,0.9375436
1555573553.91487,0.9219177
1555573554.75866,0.843789
1555573555.61807,0.8594146
1555573556.50874,0.8906662
1555573557.43065,0.9219179
1555573558.41507,0.9844205
1555573559.32137,0.9062919
1555573560.25891,0.9375434
1555573561.14958,0.8906662
1555573562.08712,0.9375434
1555573562.97779,0.8906662
1555573563.86845,0.8906662
1555573564.77474,0.9062919
1555573565.64978,0.8750405
1555573566.47795,0.8281634
1555573567.30611,0.8281634
1555573568.10302,0.796912
1555573568.96244,0.8594148
1555573569.88436,0.9219177
1555573570.80627,0.9219177
1555573571.72819,0.9219177
1555573572.58761,0.8594148
1555573573.38452,0.796912
1555573574.18143,0.7969117
1555573574.99397,0.8125377
1555573575.86901,0.8750405
1555573576.8378,0.9687948
1555573577.82222,0.9844208
1555573578.77539,0.9531691
1555573579.66606,0.8906662
1555573580.4786,0.8125377
1555573581.27551,0.7969117
1555573582.1193,0.843789
1555573583.04122,0.9219177
1555573583.99438,0.9531693
1555573584.96318,0.9687948
1555573585.93197,0.9687948
1555573586.85389,0.9219177
1555573587.74456,0.8906662
1555573588.63522,0.8906662
1555573589.54152,0.9062919
1555573590.49469,0.9531691
1555573591.43223,0.9375434
1555573592.30727,0.8750405
1555573593.13543,0.8281634
1555573593.9636,0.8281634
1555573594.82301,0.8594148
1555573595.69805,0.8750405
1555573596.61997,0.9219177
1555573597.52626,0.9062919
1555573598.38568,0.8594148
1555573599.21384,0.8281634
1555573600.042,0.8281634
1555573600.82329,0.7812862
1555573601.65145,0.8281631
1555573602.54212,0.8906662
1555573603.43278,0.8906662
1555573604.3547,0.9219179
1555573605.22974,0.8750405
1555573606.04228,0.8125374
1555573606.83919,0.796912
1555573607.68298,0.843789
1555573608.57365,0.8906662
1555573609.49557,0.9219177
1555573610.40186,0.9062919
1555573611.29252,0.8906662
1555573612.12069,0.8281634
1555573612.93322,0.8125377
1555573613.80827,0.8750405
1555573614.68331,0.8750405
1555573615.60522,0.9219177
1555573616.52714,0.9219177
1555573617.46468,0.9375434
1555573618.3866,0.9219177
1555573632.19974,0.781286
1555573633.04353,0.843789
1555573633.87169,0.8281634
1555573634.68423,0.8125377
1555573635.52802,0.843789
1555573636.35618,0.8281634
1555573637.13747,0.7812862
1555573637.88751,0.7500346
1555573638.71567,0.8281634
1555573639.59071,0.8750405
1555573640.48138,0.8906662
1555573641.34079,0.8594148
1555573642.15333,0.8125377
1555573642.95024,0.796912
1555573643.74715,0.796912
1555573644.59094,0.8437889
1555573645.48161,0.8906662
1555573646.40352,0.9219179
1555573647.30982,0.9062919
1555573648.15361,0.8437889
1555573648.99739,0.843789
1555573649.87244,0.8750405
1555573650.77873,0.9062919
1555573651.66939,0.8906662
1555573652.49756,0.8281634
1555573653.32572,0.8281634
1555573654.18514,0.8594148
1555573655.10705,0.9219177
1555573656.07585,0.9687948
1555573656.96651,0.8906662
1555573657.8103,0.843789
1555573658.60721,0.796912
1555573659.41975,0.8125377
1555573660.27917,0.8594148
1555573661.23234,0.9531691
1555573662.21676,0.9844205
1555573663.20118,0.9844205
1555573664.13872,0.9375436
1555573665.01376,0.8750405
1555573665.81067,0.7969117
1555573666.59196,0.7812862
1555573667.34199,0.7500348
1555573668.0764,0.7344089
1555573668.81081,0.7344091
1555573669.54522,0.7344091
1555573670.29526,0.7500348
1555573671.06092,0.7656602
1555573671.7797,0.7187833
1555573672.51411,0.7344091
1555573673.21727,0.7031574
1555573673.98293,0.7656605
1555573674.85797,0.8750405
1555573675.71738,0.8594148
1555573676.51429,0.796912
1555573677.34246,0.8281631
1555573678.26438,0.9219179
1555573679.23317,0.9687948
1555573680.21759,0.9844205
1555573681.20201,0.9844205
1555573682.12393,0.9219177
1555573682.99897,0.8750405
1555573683.82713,0.8281634
1555573684.68655,0.8594148
1555573685.57721,0.8906662
1555573686.51476,0.9375434
1555573687.46793,0.9531691
1555573688.38984,0.9219177
1555573689.23363,0.843789
1555573690.07742,0.843789
1555573690.96809,0.8906662
1555573691.93688,0.9687948
1555573692.90568,0.9687951
1555573693.8276,0.9219177
1555573694.73389,0.9062919
1555573695.5933,0.8594148
1555573696.43709,0.843789
1555573697.29651,0.8594148
1555573698.21842,0.9219177
1555573699.15597,0.9375434
1555573700.09351,0.9375434
1555573700.98418,0.8906662
1555573701.81234,0.8281634
1555573702.67176,0.8594148
1555573703.56242,0.8906662
1555573704.51559,0.9531691
1555573705.46876,0.9531691
1555573706.42193,0.9531691
1555573707.29697,0.8750405
1555573708.15638,0.8594148
1555573709.09393,0.9375434
1555573710.0471,0.9531691
1555573710.98464,0.9375434
1555573711.93781,0.9531693
1555573712.8441,0.9062919
1555573713.71914,0.8750405
1555573714.64106,0.9219177
1555573715.60985,0.9687948
1555573716.59428,0.9844205
1555573717.54744,0.9531691
1555573718.43811,0.8906662
1555573719.29753,0.8594148
1555573720.23507,0.9375434
1555573721.25074,1.015672
1555573722.29766,1.046923
1555573723.29771,1.000046
1555573724.18838,0.8906662
1555573725.06342,0.8750405
1555573725.96971,0.9062919
1555573726.96976,1.000046
1555573728.00105,1.031298
1555573728.98547,0.9844205
1555573729.89177,0.9062919
1555573730.76681,0.8750405
1555573731.64185,0.8750405
1555573732.56377,0.9219177
1555573733.51693,0.9531691
1555573734.50135,0.9844208
1555573735.42327,0.9219177
1555573736.29831,0.8750405
1555573737.20461,0.9062919
1555573738.15777,0.9531691
1555573739.11094,0.9531691
1555573740.04849,0.9375434
1555573740.98603,0.9375434
1555573741.95482,0.9687948
1555573742.90799,0.9531693
1555573743.82991,0.9219177
1555573744.68933,0.8594148
1555573745.57999,0.8906662
1555573746.50191,0.9219177
1555573747.43945,0.9375434
1555573748.39262,0.9531691
1555573749.37704,0.9844205
1555573750.33021,0.9531691
1555573751.28338,0.9531691
1555573752.2678,0.9844208
1555573753.2366,0.9687948
1555573754.20539,0.9687948
1555573755.09606,0.8906662
1555573755.9711,0.8750405
1555573756.86177,0.8906662
1555573757.81493,0.9531691
1555573758.83061,1.015672
1555573759.84628,1.015672
1555573760.78382,0.9375434
1555573761.62761,0.843789
1555573762.4714,0.843789
1555573763.34644,0.8750405
1555573764.26836,0.9219177
1555573765.2059,0.9375434
1555573766.14345,0.9375434
1555573767.04974,0.9062919
1555573767.90915,0.8594148
1555573768.72169,0.8125377
1555573769.54985,0.8281634
1555573770.42489,0.8750405
1555573771.33119,0.9062919
1555573772.26873,0.9375434
1555573773.20627,0.9375434
1555573774.08131,0.8750405
1555573774.94073,0.8594148
1555573775.78452,0.843789
1555573776.67518,0.8906662
1555573777.5971,0.9219177
1555573778.55027,0.9531691
1555573779.53469,0.9844205
1555573780.50349,0.9687948
1555573781.44103,0.9375436
1555573782.3317,0.8906662
1555573783.22236,0.8906662
1555573784.14428,0.9219177
1555573785.09745,0.9531691
1555573786.03499,0.9375434
1555573786.94128,0.9062919
1555573787.89445,0.9531691
1555573788.84762,0.9531691
1555573789.80079,0.9531691
1555573790.73833,0.9375436
1555573791.629,0.8906662
1555573792.55092,0.9219177
1555573793.50409,0.9531691
1555573794.45726,0.9531691
1555573795.3948,0.9375434
1555573796.30109,0.9062919
1555573797.19176,0.8906662
1555573798.08242,0.8906662
1555573799.00434,0.9219177
1555573799.87938,0.8750405
1555573800.7388,0.8594148
1555573801.59821,0.8594148
1555573802.442,0.843789
1555573803.36392,0.9219177
1555573804.34834,0.9844205
1555573805.37964,1.031298
1555573806.30156,0.9219177
1555573807.19222,0.8906662
1555573808.12976,0.9375434
1555573809.03606,0.9062919
1555573809.92672,0.8906662
1555573810.77051,0.843789
1555573811.66118,0.8906662
1555573812.56747,0.9062919
1555573813.47376,0.9062919
1555573814.33318,0.8594148
1555573815.16134,0.8281634
1555573816.02076,0.8594148
1555573816.88017,0.8594148
1555573817.73958,0.8594148
1555573818.58337,0.8437889
1555573819.39591,0.8125377
1555573820.2397,0.843789
1555573821.13037,0.8906662
1555573822.03666,0.9062919
1555573822.89607,0.8594148
1555573823.73986,0.843789
1555573824.64615,0.9062919
1555573825.56807,0.9219177
1555573826.48999,0.9219177
1555573827.33378,0.843789
1555573828.16194,0.8281634
1555573829.00573,0.843789
1555573829.91202,0.9062919
1555573830.83394,0.9219177
1555573831.70898,0.8750405
1555573832.53715,0.8281634
1555573833.36531,0.8281634
1555573834.2716,0.9062919
1555573835.19352,0.9219177
1555573836.13106,0.9375434
1555573837.03735,0.9062919
1555573837.89677,0.8594148
1555573838.81869,0.9219177
1555573839.7406,0.9219177
1555573840.66252,0.9219177
1555573841.56881,0.9062919
1555573842.42823,0.8594148
1555573843.33452,0.9062919
1555573844.28769,0.9531693
1555573845.25648,0.9687948
1555573846.20965,0.9531691
1555573847.1472,0.9375434
1555573848.02224,0.8750405
1555573848.86603,0.843789
1555573849.74107,0.8750405
1555573850.64736,0.9062919
1555573851.5849,0.9375434
1555573852.49119,0.9062919
1555573853.39749,0.9062919
1555573854.39753,1.000046
1555573855.3507,0.9531693
1555573856.27262,0.9219177
1555573857.14766,0.8750405
1555573858.0852,0.9375434
1555573859.03837,0.9531691
1555573860.00717,0.9687948
1555573860.91346,0.9062919
1555573861.7885,0.8750405
1555573862.71042,0.9219177
1555573863.67921,0.9687948
1555573864.67926,1.000046
1555573865.63243,0.9531691
1555573866.56997,0.9375434
1555573867.53877,0.9687948
1555573868.52319,0.9844205
1555573869.4451,0.9219177
1555573870.28889,0.843789
1555573871.22644,0.9375434
1555573872.17961,0.9531693
1555573873.19528,1.015672
1555573874.1172,0.9219177
1555573875.05474,0.9375434
1555573876.02353,0.9687948
1555573877.00795,0.9844205
1555573877.97675,0.9687951
1555573878.85179,0.8750405
1555573879.78933,0.9375434
1555573880.75813,0.9687948
1555573881.7113,0.9531691
1555573882.60196,0.8906662
1555573883.44575,0.843789
1555573884.36767,0.9219177
1555573885.33647,0.9687948
1555573886.28963,0.9531691
1555573887.19593,0.9062919
1555573888.18035,0.9844208
1555573889.18039,1.000046
1555573890.13356,0.9531691
1555573890.99298,0.8594148
1555573891.9149,0.9219177
1555573892.85244,0.9375434
1555573893.80561,0.9531691
1555573894.69627,0.8906662
1555573895.60257,0.9062919
1555573896.55574,0.9531693
1555573897.52453,0.9687948
1555573898.44645,0.9219177
1555573899.32149,0.8750405
1555573900.27466,0.9531691
1555573901.33721,1.062549
1555573902.3685,1.031298
1555573903.30605,0.9375434
1555573904.21234,0.9062919
1555573905.13426,0.9219177
1555573906.02492,0.8906662
1555573906.89996,0.8750405
1555573907.775,0.8750405
1555573908.6813,0.9062919
1555573909.68134,1.000046
1555573910.79077,1.109426
1555573911.77519,0.9844205
1555573912.69711,0.9219177
1555573913.6659,0.9687948
1555573914.58782,0.9219177
1555573915.50974,0.9219177
1555573916.41603,0.9062919
1555573917.32232,0.9062922
1555573918.24424,0.9219177
1555573919.18178,0.9375434
1555573920.08807,0.9062919
1555573920.94749,0.8594148
1555573921.85378,0.9062919
1555573922.82258,0.9687948
1555573923.807,0.9844205
1555573924.74454,0.9375434
1555573925.63521,0.8906662
1555573926.49462,0.8594148
1555573927.36966,0.8750405
1555573928.29158,0.9219177
1555573929.19787,0.9062919
1555573930.07291,0.8750405
1555573930.94795,0.8750405
1555573931.8855,0.9375434
1555573932.91679,1.031298
1555573933.90121,0.9844205
1555573934.77626,0.8750405
1555573935.68255,0.9062919
1555573936.55759,0.8750405
1555573937.51076,0.9531691
1555573938.37017,0.8594148
1555573939.26084,0.8906662
1555573940.19838,0.9375434
1555573941.15155,0.9531691
1555573942.02659,0.8750405
1555573942.88601,0.8594148
1555573943.7923,0.9062919
1555573944.74547,0.9531691
1555573945.69864,0.9531693
1555573946.5893,0.8906662
1555573947.49559,0.9062919
1555573948.43314,0.9375434
1555573949.41756,0.9844205
1555573950.30822,0.8906662
1555573951.18326,0.8750405
1555573952.10518,0.9219177
1555573953.07398,0.9687948
1555573953.98027,0.9062919
1555573954.90219,0.9219177
1555573955.90223,1.000046
1555573956.88665,0.9844205
1555573957.83982,0.9531691
1555573958.73049,0.8906662
1555573959.60553,0.8750405
1555573960.5587,0.9531691
1555573961.48062,0.9219177
1555573962.37128,0.8906662
1555573963.26195,0.8906662
1555573964.21512,0.9531691
1555573965.15266,0.9375436
1555573966.09021,0.9375434
1555573966.96525,0.8750405
1555573967.82466,0.8594148
1555573968.71533,0.8906662
1555573969.62162,0.9062919
1555573970.59041,0.9687948
1555573971.48108,0.8906662
1555573972.35612,0.8750405
1555573973.23116,0.8750405
1555573974.18433,0.9531691
1555573975.1375,0.9531691
1555573976.02817,0.8906662
1555573976.96571,0.9375434
1555573977.95013,0.9844205
1555573979.0283,1.078175
1555573980.01273,0.9844205
1555573980.93464,0.9219177
1555573981.91906,0.9844205
1555573982.93474,1.015672
1555573983.90353,0.9687948
1555573984.7942,0.8906662
1555573985.68486,0.8906662
1555573986.60678,0.9219177
1555573987.55995,0.9531691
1555573988.48187,0.9219177
1555573989.37253,0.8906662
1555573990.37258,1.000046
1555573991.38825,1.015672
1555573992.37267,0.9844205
1555573993.29459,0.9219177
1555573994.20088,0.9062919
1555573995.10717,0.9062919
1555573996.04472,0.9375434
1555573996.90413,0.8594148
1555573997.8573,0.9531691
1555573998.85735,1.000046
1555573999.85739,1.000046
1555574000.76369,0.9062919
1555574001.73248,0.9687948
1555574002.7169,0.9844205
1555574003.65445,0.9375436
1555574004.51386,0.8594146
